law_source,law_text,law_number,law_year
c.p.p.,"2. Se la persona che ha impresso i nastri è impedita, il giudice dispone che la trascrizione sia affidata a persona idonea anche estranea all'amministrazione dello Stato.",447,
c.p.p.,"6. Le registrazioni fonografiche o audiovisive e le trascrizioni, se effettuate, sono unite agli atti del procedimento.",447,
c.p.p.,"2. Quando è redatto soltanto il verbale in forma riassuntiva, il giudice vigila affinchè sia riprodotta nell'originaria genuina espressione la parte essenziale delle dichiarazioni, con la descrizione delle circostanze nelle quali sono rese se queste possono servire a valutarne la credibilità.",447,
c.p.p.,"2. Alla parte che lo richiede è rilasciata, a sue spese, una certificazione ovvero una copia delle dichiarazioni rese.",447,
c.p.p.,"1. Ogni interrogatorio di persona che si trovi, a qualsiasi titolo, in stato di detenzione, e che non si svolga in udienza, deve essere documentato integralmente, a pena di inutilizzabilità, con mezzi di riproduzione ((audiovisiva o, se ciò non è possibile, con mezzi di riproduzione fonografica)). Quando si verifica una indisponibilità di strumenti di riproduzione ((audiovisiva o, se ciò non è possibile, con mezzi di riproduzione fonografica)) o di personale tecnico, si provvede con le forme della perizia, ovvero della consulenza tecnica. Dell'interrogatorio è anche redatto verbale in forma riassuntiva. La trascrizione della riproduzione è disposta solo se richiesta dalle parti.",447,
c.p.p.,"1. Salve particolari disposizioni di legge, il verbale è nullo se vi è incertezza assoluta sulle persone intervenute o se manca la sottoscrizione del pubblico ufficiale che lo ha redatto.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"1. Non può prestare ufficio di interprete, a pena di nullità:
a) il minorenne, l'interdetto, l'inabilitato e chi è affetto da infermità di mente;
b) chi è interdetto anche temporaneamente dai pubblici uffici ovvero è interdetto o sospeso dall'esercizio di una professione o di un'arte;
c) chi è sottoposto a misure di sicurezza personali o a misure di prevenzione;
d) chi non può essere assunto come testimone o ha facoltà di astenersi dal testimoniare o chi è chiamato a prestare ufficio di testimone o di perito ovvero è stato nominato consulente tecnico nello stesso procedimento o in un procedimento connesso. Nondimeno, nel caso previsto dall'articolo 119, la qualità di interprete può essere assunta da un prossimo congiunto della persona sorda, muta o sordomuta.",447,
c.p.p.,4. Sulla dichiarazione di ricusazione o di astensione decide il giudice con ordinanza.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"2. L'interprete sostituito, dopo essere stato citato a comparire per discolparsi, può essere condannato dal giudice al pagamento a favore della cassa delle ammende di una somma da lire centomila a lire un milione.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"1. Salvo che la legge disponga altrimenti, le notificazioni richieste dalle parti private possono essere sostituite ((dalla notificazione con modalità telematiche eseguita dal difensore a mezzo di posta elettronica certificata o altro servizio elettronico di recapito certificato qualificato ovvero)) dall'invio di copia dell'atto ((in forma di documento analogico)) effettuata dal difensore mediante lettera raccomandata con avviso di ricevimento.",447,
c.p.p.,"2. Le comunicazioni di atti e provvedimenti del giudice al pubblico ministero sono eseguite a cura della cancelleria nello stesso modo, salvo che il pubblico ministero prenda visione dell'atto sottoscrivendolo. ((In tal caso, il)) pubblico ufficiale addetto annota sull'originale dell'atto la eseguita consegna e la data in cui questa è avvenuta.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"4. Le notificazioni alla parte civile, al responsabile civile e alla persona civilmente obbligata per la pena pecuniaria costituiti in giudizio sono eseguite presso i difensori. Il responsabile civile e la persona civilmente obbligata per la pena pecuniaria, se non sono costituiti, quando non dispongono di un domicilio digitale, devono dichiarare o eleggere il proprio domicilio nel luogo in cui si procede o dichiarare un indirizzo di posta certificata o altro servizio elettronico di recapito certificato qualificato, con atto depositato nella cancelleria del giudice competente. In mancanza di tale dichiarazione o elezione o se la stessa è insufficiente o inidonea, le notificazioni sono eseguite mediante deposito nella cancelleria.",447,
c.p.p.,"3. La notificazione si ha per avvenuta quando l'ufficiale giudiziario deposita una copia dell'atto, con la relazione e i documenti giustificativi dell'attività svolta, nella cancelleria o segreteria dell'autorità procedente.",447,
c.p.p.,5. In nessun caso le notificazioni all'imputato detenuto o internato possono essere eseguite con le forme dell'articolo 159.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"3. In caso di impugnazione proposta dall'imputato o nel suo interesse, la notificazione dell'atto di citazione a giudizio nei suoi confronti è eseguita esclusivamente presso il domicilio dichiarato o eletto ai sensi dell'articolo 581, commi 1-ter e 1-quater. (290)",447,
c.p.p.,2. Le notificazioni in tal modo eseguite sono valide a ogni effetto. L'irreperibile è rappresentato dal difensore.,447,
c.p.p.,4. Ogni decreto di irreperibilità deve essere preceduto da nuove ricerche nei luoghi indicati nell'articolo 159.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"4-bis. L'elezione di domicilio presso il difensore d'ufficio non ha effetto se l'autorità che procede non riceve, unitamente alla dichiarazione di elezione, l'assenso del difensore domiciliatario. ((Se non presta l'assenso, il difensore attesta l'avvenuta comunicazione da parte sua all'imputato della mancata accettazione della domiciliazione o le cause che hanno impedito tale comunicazione.))",447,
c.p.p.,"1. Per le notificazioni eseguite nel domicilio dichiarato o eletto a norma degli articoli 161 e 162 si osservano, in quanto applicabili, le disposizioni ((degli articoli 148 e)) 157.",447,
c.p.p.,"1. La determinazione del domicilio dichiarato o eletto è valida ((per le notificazioni dell'avviso di fissazione dell'udienza preliminare, degli atti di citazione in giudizio ai sensi degli articoli 450, comma 2, 456, 552 e 601, nonché del decreto penale, salvo quanto previsto dall'articolo 156, comma 1)).",447,
c.p.p.,3. L'imputato latitante o evaso è rappresentato a ogni effetto dal difensore.,447,
c.p.p.,"1. Se l'imputato è interdetto, le notificazioni si eseguono a norma degli articoli precedenti e presso il tutore; se l'imputato si trova nelle condizioni previste dall'articolo 71 comma 1, le notificazioni si eseguono a norma degli articoli precedenti e presso il curatore speciale.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,3. La notificazione produce effetto per ciascun interessato dal giorno della sua esecuzione.,447,
c.p.p.,5. Le disposizioni precedenti si applicano anche nel caso in cui dagli atti risulti che la persona è detenuta all'estero.,447,
c.p.p.,"3. Qualora l'ufficio postale restituisca il piego per irreperibilità del destinatario, l'ufficiale giudiziario provvede alle notificazioni nei modi ordinari.",447,
c.p.p.,"1. La notificazione è nulla:
a) se l'atto è notificato in modo incompleto, fuori dei casi nei quali la legge consente la notificazione per estratto;
b) se vi è incertezza assoluta sull'autorità o sulla parte privata ((mittente o)) richiedente ovvero sul destinatario;
((b-bis) se, in caso di notificazione eseguita con modalità telematiche, non sono rispettati i requisiti di cui al comma 1 dell'articolo 148;))
c) se nella relazione della copia notificata ((con modalità non telematiche)) manca la sottoscrizione di chi l'ha eseguita;
d) se sono violate le disposizioni circa la persona a cui deve essere consegnata la copia;
e) se non è stato dato l'avvertimento nei casi previsti ((dagli articoli 157, comma 8-ter, e 161, commi 01, 1 e 3)) e la notificazione è stata eseguita mediante consegna al difensore;
f) se è stata omessa l'affissione o non è stata ((inviata copia dell'atto con le modalità)) ((prescritte)) dall'articolo 157 comma 8;
g) se sull'originale dell'atto notificato manca la sottoscrizione della persona indicata nell'articolo 157 comma 3;
h) ((LETTERA SOPPRESSA DAL D.LGS. 10 OTTOBRE 2022, N. 150)).",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">((290))</span>
</div>",447,
c.p.p.,3. La parte a favore della quale è stabilito un termine può chiederne o consentirne l'abbreviazione con dichiarazione ricevuta nella cancelleria o nella segreteria dell'autorità procedente.,447,
c.p.p.,2. Le stesse disposizioni si applicano quando si tratta di termine stabilito per la presentazione di ogni altra persona per la quale l'autorità procedente emette ordine o invito.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">((290))</span>
</div>",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">((290))</span>
</div>",447,
c.p.p.,"2. Se la restituzione nel termine è concessa dalla corte di cassazione, al compimento degli atti di cui è disposta la rinnovazione provvede il giudice competente per il merito.",447,
c.p.p.,1. L'inosservanza delle disposizioni stabilite per gli atti del procedimento è causa di nullità soltanto nei casi previsti dalla legge.,447,
c.p.p.,"1. È sempre prescritta a pena di nullità l'osservanza delle disposizioni concernenti:
a) le condizioni di capacità del giudice e il numero dei giudici necessario per costituire i collegi stabilito dalle leggi di ordinamento giudiziario;
b) l'iniziativa del pubblico ministero nell'esercizio dell'azione penale e la sua partecipazione al procedimento;
c) l'intervento, l'assistenza e la rappresentanza dell'imputato e delle altre parti private nonché la citazione in giudizio della persona offesa dal reato e del querelante.",447,
c.p.p.,2. Sono altresì insanabili e sono rilevate di ufficio in ogni stato e grado del procedimento le nullità definite assolute da specifiche disposizioni di legge.,447,
c.p.p.,"1. Salvo quanto disposto dall'articolo 179, le nullità previste dall'articolo 178 sono rilevate anche di ufficio, ma non possono più essere rilevate né dedotte dopo la deliberazione della sentenza di primo grado ovvero, se si sono verificate nel giudizio, dopo la deliberazione della sentenza del grado successivo.",447,
c.p.p.,4. Le nullità verificatesi nel giudizio devono essere eccepite con l'impugnazione della relativa sentenza.,447,
c.p.p.,3. I termini per rilevare o eccepire le nullità sono stabiliti a pena di decadenza.,447,
c.p.p.,"1. Salvo che sia diversamente stabilito, le nullità sono sanate:
a) se la parte interessata ha rinunciato espressamente ad eccepirle ovvero ha accettato gli effetti dell'atto;
b) se la parte si è avvalsa della facoltà al cui esercizio l'atto omesso o nullo è preordinato.",447,
c.p.p.,"3. Quando la nullità riguarda la citazione a comparire al dibattimento, il termine non può essere inferiore a quello previsto dall'articolo 429.",447,
c.p.p.,4. La disposizione del comma 3 non si applica alle nullità concernenti le prove.,447,
c.p.p.,"1. Quando la legge assoggetta un atto a una imposta o a una tassa, l'inosservanza della norma tributaria non rende inammissibile l'atto né impedisce il suo compimento, salve le sanzioni finanziarie previste dalla legge.",447,
c.p.p.,"3. Se vi è costituzione di parte civile, sono inoltre oggetto di prova i fatti inerenti alla responsabilità civile derivante dal reato.",447,
c.p.p.,"1. Non possono essere utilizzati, neppure con il consenso della persona interessata, metodi o tecniche idonei a influire sulla libertà di autodeterminazione o ad alterare la capacità di ricordare e di valutare i fatti.",447,
c.p.p.,"1. Quando è richiesta una prova non disciplinata dalla legge, il giudice può assumerla se essa risulta idonea ad assicurare l'accertamento dei fatti e non pregiudica la libertà morale della persona. Il giudice provvede all'ammissione, sentite le parti sulle modalità di assunzione della prova.",447,
c.p.p.,3. I provvedimenti sull'ammissione della prova possono essere revocati sentite le parti in contraddittorio.,447,
c.p.p.,"1-bis. La stessa disposizione si applica quando si procede per uno dei reati previsti dagli articoli 600-bis, primo comma, 600-ter, 600- quater, 600-quinquies, 609-bis, 609-ter, 609-quater, anche se relativi al materiale pornografico di cui all'articolo 600-quater.1, 609-quinquies e 609-octies del codice penale, se l'esame richiesto riguarda una testimone minore degli ((anni diciotto)) e, in ogni caso, quando l'esame testimoniale richiesto riguarda una persona offesa in condizione di particolare vulnerabilità.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"4. La disposizione del comma 3 si applica anche alle dichiarazioni rese da persona imputata di un reato collegato a quello per cui si procede, nel caso previsto dall'articolo 371 comma 2 lettera b).",447,
c.p.p.,"1. Nel processo penale non si osservano i limiti di prova stabiliti dalle leggi civili, eccettuati quelli che riguardano lo stato di famiglia e di cittadinanza.",447,
c.p.p.,3. Il testimone è esaminato su fatti determinati. Non può deporre sulle voci correnti nel pubblico né esprimere apprezzamenti personali salvo che sia impossibile scinderli dalla deposizione sui fatti.,447,
c.p.p.,7. Non può essere utilizzata la testimonianza di chi si rifiuta o non è in grado di indicare la persona o la fonte da cui ha appreso la notizia dei fatti oggetto dell'esame.,447,
c.p.p.,"3. I risultati degli accertamenti che, a norma del comma 2, siano stati disposti prima dell'esame testimoniale non precludono l'assunzione della testimonianza.",447,
c.p.p.,"1. Non possono essere assunti come testimoni:
(( a) i coimputati del medesimo reato o le persone imputate in un procedimento connesso a norma dell'articolo 12, comma 1, lettera a), salvo che nei loro confronti sia stata pronunciata sentenza irrevocabile di proscioglimento, di condanna o di applicazione della pena ai sensi dell'articolo 444;
b) salvo quanto previsto dall'articolo 64, comma 3, lettera c), le persone imputate in un procedimento connesso a norma dell'articolo 12, comma 1, lettera c), o di un reato collegato a norma dell'articolo 371, comma 2, lettera b), prima che nei loro confronti sia stata pronunciata sentenza irrevocabile di proscioglimento, di condanna o di applicazione della pena ai sensi dell'articolo 444 ));
c) il responsabile civile e la persona civilmente obbligata per la pena pecuniaria;
d) coloro che nel medesimo procedimento svolgono o hanno svolto la funzione di giudice, pubblico ministero o loro ausiliario nonché il difensore che abbia svolto attività di investigazione difensiva e coloro che hanno formato la documentazione delle dichiarazioni e delle informazioni assunte ai sensi dell'articolo 391-ter.",447,
c.p.p.,"6. Alle dichiarazioni rese dalle persone che assumono l'ufficio di testimone ai sensi del presente articolo si applica la disposizione di cui all'articolo 192, comma 3. (155) ((244))",447,
c.p.p.,2. Il testimone non può essere obbligato a deporre su fatti dai quali potrebbe emergere una sua responsabilità penale.,447,
c.p.p.,"3. Le disposizioni dei commi 1 e 2 si applicano anche a chi è legato all'imputato da vincolo di adozione. Si applicano inoltre, limitatamente ai fatti verificatisi o appresi dall'imputato durante la convivenza coniugale ((o derivante da un'unione civile tra persone dello stesso sesso)):
a) a chi, pur non essendo coniuge dell'imputato, come tale conviva o abbia convissuto con esso;
b) al coniuge separato dell'imputato;
c) alla persona nei cui confronti sia intervenuta sentenza di annullamento, scioglimento o ((cessazione degli effetti civili del matrimonio o dell'unione civile tra persone dello stesso sesso contratti con l'imputato)).",447,
c.p.p.,"3. Le disposizioni previste dai commi 1 e 2 si applicano ai giornalisti professionisti iscritti nell'albo professionale, relativamente ai nomi delle persone dalle quali i medesimi hanno avuto notizie di carattere fiduciario nell'esercizio della loro professione. Tuttavia se le notizie sono indispensabili ai fini della prova del reato per cui si procede e la loro veridicità può essere accertata solo attraverso l'identificazione della fonte della notizia, il giudice ordina al giornalista di indicare la fonte delle sue informazioni.",447,
c.p.p.,2. Si applicano le disposizioni dell'articolo 200 commi 2 e 3.,447,
c.p.p.,8. In nessun caso il segreto di Stato è opponibile alla Corte costituzionale. La Corte adotta le necessarie garanzie per la segretezza del procedimento.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,2. Del provvedimento che rigetta l'eccezione di segretezza è data comunicazione al Presidente del Consiglio dei Ministri.,447,
c.p.p.,3. Si procede nelle forme ordinarie quando il giudice ritiene indispensabile la comparizione di una delle persone indicate nel comma 2 per eseguire un atto di ricognizione o di confronto o per altra necessità.,447,
c.p.p.,2. Per ricevere le deposizioni di agenti diplomatici della Santa Sede accreditati presso lo Stato italiano ovvero di agenti diplomatici di uno stato estero accreditati presso lo Stato italiano o la Santa Sede si osservano le convenzioni e le consuetudini internazionali.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"2. Con la decisione che definisce la fase processuale in cui il testimone ha prestato il suo ufficio, il giudice, se ravvisa indizi del reato previsto dall'articolo 372 del codice penale, ne informa il pubblico ministero trasmettendogli i relativi atti.",447,
c.p.p.,"1. Nel dibattimento, l'imputato, la parte civile che non debba essere esaminata come testimone, il responsabile civile e la persona civilmente obbligata per la pena pecuniaria sono esaminati se ne fanno richiesta o vi consentono.",447,
c.p.p.,"2. Se la parte rifiuta di rispondere a una domanda, ne è fatta menzione nel verbale.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"1. Il confronto è ammesso esclusivamente fra persone già esaminate o interrogate, quando vi è disaccordo fra esse su fatti e circostanze importanti.",447,
c.p.p.,"2. Nel verbale è fatta menzione delle domande rivolte dal giudice, delle dichiarazioni rese dalle persone messe a confronto e di quanto altro è avvenuto durante il confronto.",447,
c.p.p.,3. L'inosservanza delle disposizioni previste dai commi 1 e 2 è causa di nullità della ricognizione.,447,
c.p.p.,"3. Nel verbale è fatta menzione, a pena di nullità, delle modalità di svolgimento della ricognizione. Il giudice può disporre che lo svolgimento della ricognizione sia documentato anche mediante rilevazioni fotografiche o cinematografiche o mediante altri strumenti o procedimenti.",447,
c.p.p.,3. Si applicano le disposizioni dell'articolo 214 comma 3.,447,
c.p.p.,2. Si applicano le disposizioni dell'articolo 214 comma 3.,447,
c.p.p.,3. Si applicano le disposizioni degli articoli precedenti.,447,
c.p.p.,"2. L'esperimento consiste nella riproduzione, per quanto è possibile, della situazione in cui il fatto si afferma o si ritiene essere avvenuto e nella ripetizione delle modalità di svolgimento del fatto stesso.",447,
c.p.p.,"4. Nel determinare le modalità dell'esperimento, il giudice, se del caso, dà le opportune disposizioni affinchè esso si svolga in modo da non offendere sentimenti di coscienza e da non esporre a pericolo l'incolumità delle persone o la sicurezza pubblica.",447,
c.p.p.,"2. Salvo quanto previsto ai fini dell'esecuzione della pena o della misura di sicurezza, non sono ammesse perizie per stabilire l'abitualità o la professionalità nel reato, la tendenza a delinquere, il carattere e la personalità dell'imputato e in genere le qualità psichiche indipendenti da cause patologiche.",447,
c.p.p.,"3. Il perito ha l'obbligo di prestare il suo ufficio, salvo che ricorra uno dei motivi di astensione previsti dall'articolo 36.",447,
c.p.p.,"1. Non può prestare ufficio di perito, a pena di nullità:
a) il minorenne, l'interdetto, l'inabilitato e chi è affetto da infermità di mente;
b) chi è interdetto anche temporaneamente dai pubblici uffici ovvero è interdetto o sospeso dall'esercizio di una professione o di un'arte;
c) chi è sottoposto a misure di sicurezza personali o a misure di prevenzione;
d) chi non può essere assunto come testimone o ha facoltà di astenersi dal testimoniare o chi è chiamato a prestare ufficio di testimone o di interprete;
e) chi è stato nominato consulente tecnico nello stesso procedimento o in un procedimento connesso.",447,
c.p.p.,"5. Si osservano, in quanto applicabili, le norme sulla ricusazione del giudice.",447,
c.p.p.,2. Il giudice dispone la citazione del perito e dà gli opportuni provvedimenti per la comparizione delle persone sottoposte all'esame del perito. Adotta tutti gli altri provvedimenti che si rendono necessari per l'esecuzione delle operazioni peritali. ((75)),447,
c.p.p.,7. L'atto è nullo se la persona sottoposta al prelievo o agli accertamenti non è assistita dal difensore nominato .,447,
c.p.p.,"3. Non può essere nominato consulente tecnico chi si trova nelle condizioni indicate nell'articolo 222 comma 1 lettere a) , b) , c) , d).",447,
c.p.p.,"2. Il giudice formula quindi i quesiti, sentiti il perito, i consulenti tecnici, il pubblico ministero e i difensori presenti.",447,
c.p.p.,"5. Qualora sia indispensabile illustrare con note scritte il parere, il perito può chiedere al giudice di essere autorizzato a presentare, nel termine stabilito a norma dei commi 3 e 4, relazione scritta.",447,
c.p.p.,"4. Quando le operazioni peritali si svolgono senza la presenza del giudice e sorgono questioni relative ai poteri del perito e ai limiti dell'incarico, la decisione è rimessa al giudice, senza che ciò importi sospensione delle operazioni stesse.",447,
c.p.p.,2. Della eventuale continuazione delle operazioni peritali il perito dà comunicazione senza formalità alle parti presenti.,447,
c.p.p.,4. La nomina dei consulenti tecnici e lo svolgimento della loro attività non può ritardare l'esecuzione della perizia e il compimento delle altre attività processuali.,447,
c.p.p.,5. Il perito sostituito deve mettere immediatamente a disposizione del giudice la documentazione e i risultati delle operazioni peritali già compiute.,447,
c.p.p.,"1. Il compenso al perito è liquidato con decreto del giudice che ha disposto la perizia, secondo le norme delle leggi speciali.",447,
c.p.p.,3. Si applica la disposizione dell'articolo 225 comma 3.,447,
c.p.p.,"3. È vietata l'acquisizione di documenti che contengono informazioni sulle voci correnti nel pubblico intorno ai fatti di cui si tratta nel processo o sulla moralità in generale delle parti, dei testimoni, dei consulenti tecnici e dei periti.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,1. I documenti che costituiscono corpo del reato devono essere acquisiti qualunque sia la persona che li abbia formati o li detenga.,447,
c.p.p.,2. Le sentenze indicate nel comma 1 e i certificati del casellario giudiziale possono inoltre essere acquisiti al fine di valutare la credibilità di un testimone.,447,
c.p.p.,"1. È consentita l'acquisizione, anche di ufficio, di qualsiasi documento proveniente dall'imputato, anche se sequestrato presso altri o da altri prodotto.",447,
c.p.p.,"5. Salvo quanto previsto dall'articolo 190-bis, resta fermo il diritto delle parti di ottenere a norma dell'articolo 190 l'esame delle persone le cui dichiarazioni sono state acquisite a norma dei commi 1, 2 , 2-bis e 4 del presente articolo.(96)",447,
c.p.p.,"1. Fermo quanto previsto dall'articolo 236, le sentenze divenute irrevocabili possono essere acquisite ai fini della prova di fatto in esse accertato e sono valutate a norma degli articoli 187 e 192, comma 3",447,
c.p.p.,"1. Se occorre verificarne la provenienza, il documento è sottoposto per il riconoscimento alle parti private o ai testimoni.",447,
c.p.p.,"6. Delle operazioni di distruzione è redatto apposito verbale, nel quale si dà atto dell'avvenuta intercettazione o detenzione o acquisizione illecita dei documenti, dei supporti e degli atti di cui al comma 2 nonché delle modalità e dei mezzi usati oltre che dei soggetti interessati, senza alcun riferimento al contenuto degli stessi documenti, supporti e atti. ((167))",447,
c.p.p.,"1. Fuori dei casi previsti dall'articolo 537, il giudice, se ritiene la falsità di un documento acquisito al procedimento, dopo la definizione di questo, ne informa il pubblico ministero trasmettendogli copia del documento.",447,
c.p.p.,"2. Quando è acquisita una registrazione, il giudice ne dispone, se necessario, la trascrizione a norma dell'articolo 268, comma 7. (253) (260) (263) (267) (270) ((275))",447,
c.p.p.,"1. Quando dispone l'acquisizione di un documento che non deve rimanere segreto, il giudice, a richiesta di chi ne abbia interesse, può autorizzare la cancelleria a rilasciare copia autentica a norma dell'articolo 116.",447,
c.p.p.,"2. Se il reato non ha lasciato tracce o effetti materiali, o se questi sono scomparsi o sono stati cancellati o dispersi, alterati o rimossi, l'autorità giudiziaria descrive lo stato attuale e, in quanto possibile, verifica quello preesistente, curando anche di individuare modo, tempo e cause delle eventuali modificazioni.
L'autorità giudiziaria può disporre rilievi segnaletici, descrittivi e fotografici e ogni altra operazione tecnica (( , anche in relazione a sistemi informatici o telematici, adottando misure tecniche dirette ad assicurare la conservazione dei dati originali e ad impedirne l'alterazione. ))",447,
c.p.p.,"3. L'ispezione può essere eseguita anche per mezzo di un medico.
In questo caso l'autorità giudiziaria può astenersi dall'assistere alle operazioni.",447,
c.p.p.,"2. Nel procedere all'ispezione dei luoghi, l'autorità giudiziaria può ordinare, enunciando nel verbale i motivi del provvedimento, che taluno non si allontani prima che le operazioni siano concluse e può far ricondurre coattivamente sul posto il trasgressore.",447,
c.p.p.,3. L'autorità giudiziaria può procedere personalmente ovvero disporre che l'atto sia compiuto da ufficiali di polizia giudiziaria delegati con lo stesso decreto.,447,
c.p.p.,"2. Per rintracciare le cose da sottoporre a sequestro o per accertare altre circostanze utili ai fini delle indagini, l'autorità giudiziaria o gli ufficiali di polizia giudiziaria da questa delegati possono esaminare (( presso banche atti, documenti e corrispondenza nonché dati, informazioni e programmi informatici. )) In caso di rifiuto, l'autorità giudiziaria procede a perquisizione.",447,
c.p.p.,"2. La perquisizione è eseguita nel rispetto della dignità e, nei limiti del possibile, del pudore di chi vi è sottoposto.",447,
c.p.p.,"3. L'autorità giudiziaria, nel procedere alla perquisizione locale, può disporre con decreto motivato che siano perquisite le persone presenti o sopraggiunte, quando ritiene che le stesse possano occultare il corpo del reato o cose pertinenti al reato. Può inoltre ordinare, enunciando nel verbale i motivi del provvedimento, che taluno non si allontani prima che le operazioni siano concluse. Il trasgressore è trattenuto o ricondotto coattivamente sul posto.",447,
c.p.p.,2. Tuttavia nei casi urgenti l'autorità giudiziaria può disporre per iscritto che la perquisizione sia eseguita fuori dei suddetti limiti temporali.,447,
c.p.p.,1. Le cose rinvenute a seguito della perquisizione sono sottoposte a sequestro con l'osservanza delle prescrizioni degli articoli 259 e 260.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"4. Copia del decreto di sequestro è consegnata all'interessato, se presente.",447,
c.p.p.,3. Le carte e gli altri documenti sequestrati che non rientrano fra la corrispondenza sequestrabile sono immediatamente restituiti all'avente diritto e non possono comunque essere utilizzati.,447,
c.p.p.,"1. L'autorità giudiziaria, quando dispone il sequestro, presso i fornitori di servizi informatici, telematici o di telecomunicazioni, dei dati da questi detenuti, compresi quelli di traffico o di ubicazione, può stabilire, per esigenze legate alla regolare fornitura dei medesimi servizi, che la loro acquisizione avvenga mediante copia di essi su adeguato supporto, con una procedura che assicuri la conformità dei dati acquisiti a quelli originali e la loro immodificabilità. In questo caso è, comunque, ordinato al fornitore dei servizi di conservare e proteggere adeguatamente i dati originali.",447,
c.p.p.,"1. L'autorità giudiziaria può procedere al sequestro presso banche di documenti, titoli, valori, somme depositate in conto corrente e di ogni altra cosa, anche se contenuti in cassette di sicurezza, quando abbia fondato motivo di ritenere che siano pertinenti al reato, quantunque non appartengano all'imputato o non siano iscritti al suo nome.",447,
c.p.p.,5. Si applica la disposizione dell'articolo 204.,447,
c.p.p.,"6. Se il Presidente del Consiglio dei ministri non si pronuncia nel termine di cui al comma 5, l'autorità giudiziaria acquisisce il documento, l'atto o la cosa.",447,
c.p.p.,"3. Se il Presidente del Consiglio dei ministri non si pronuncia nel termine di cui al comma 2, l'autorità giudiziaria acquisisce il documento, l'atto o la cosa.",447,
c.p.p.,2. La richiesta di riesame non sospende l'esecuzione del provvedimento.,447,
c.p.p.,"4. Se il documento sequestrato fa parte di un volume o di un registro da cui non possa essere separato e l'autorità giudiziaria non ritiene di farne estrarre copia, l'intero volume o registro rimane in deposito giudiziario. Il pubblico ufficiale addetto, con l'autorizzazione dell'autorità giudiziaria, rilascia agli interessati che li richiedono copie, estratti o certificati delle parti del volume o del registro non soggette al sequestro, facendo menzione del sequestro parziale nelle copie, negli estratti e nei certificati.",447,
c.p.p.,"2. All'atto della consegna, il custode è avvertito dell'obbligo di conservare e di presentare le cose a ogni richiesta dell'autorità giudiziaria nonché delle pene previste dalla legge penale per chi trasgredisce ai doveri della custodia. (( Quando la custodia riguarda dati, informazioni o programmi informatici, il custode è altresì avvertito dell'obbligo di impedirne l'alterazione o l'accesso da parte di terzi, salva, in quest'ultimo caso, diversa disposizione dell'autorità giudiziaria. )) Al custode può essere imposta una cauzione. Dell'avvenuta consegna, dell'avvertimento dato e della cauzione imposta è fatta menzione nel verbale. La cauzione è ricevuta, con separato verbale, nella cancelleria o nella segreteria.",447,
c.p.p.,"3-ter. Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria, decorso il termine di tre mesi dalla data di effettuazione del sequestro, ((procede)) alla distruzione delle merci contraffatte ((o usurpative)) sequestrate, previa comunicazione all'autorità giudiziaria. ((La distruzione può avvenire dopo quindici giorni dalla comunicazione, salva diversa decisione dell'autorità giudiziaria, ed è preceduta dal prelievo di uno o più campioni, con l'osservanza delle formalità di cui all'articolo 364)).",447,
