law_source,law_number,reference_id,question_plh,law_text,year,question,answer_1,answer_2,answer_3
c.p.p.,95,513.0,"Ai sensi dell'{PLH}, le parti possono opporsi con dichiarazione scritta all'intervento dell'ente o dell'associazione. L'opposizione Ã¨ notificata al legale rappresentante dell'ente o dell'associazione, il quale puÃ²:","Entro tre giorni dalla notificazione eseguita a norma dell'articolo 93 comma 3, le parti possono opporsi con dichiarazione scritta all'intervento dell'ente o dell'associazione. L'opposizione è notificata al legale rappresentante dell'ente o dell'associazione, il quale può presentare le sue deduzioni nei cinque giorni successivi.  Se l'intervento è avvenuto prima dell'esercizio dell'azione penale, sull'opposizione provvede il giudice per le indagini preliminari; se è avvenuto nell'udienza preliminare, l'opposizione è proposta prima dell'apertura della discussione; se è avvenuto in dibattimento, l'opposizione è proposta a norma dell'articolo 491 comma 1.  I termini previsti dai commi 1 e 2 sono stabiliti a pena di decadenza. Il giudice provvede senza ritardo con ordinanza.  In ogni stato e grado del processo il giudice, qualora accerti che non esistono i requisiti per l'esercizio dei diritti e delle facoltà previsti dall'articolo 91, dispone anche di ufficio, con ordinanza, l'esclusione dell'ente o dell'associazione.",,"Ai sensi dell'art. 95 c.p.p., le parti possono opporsi con dichiarazione scritta all'intervento dell'ente o dell'associazione. L'opposizione Ã¨ notificata al legale rappresentante dell'ente o dell'associazione, il quale puÃ²:",presentare le sue deduzioni nei cinque giorni successivi,presentare le sue osservazioni nei cinque giorni successivi,presentare le sue deduzioni nei sette giorni successivi
c.p.p.,26,514.0,"Ai sensi dell'{PLH}, le dichiarazioni rese al giudice incompetente per materia, se ripetibili:","L'inosservanza delle norme sulla competenza non produce l'inefficacia delle prove già acquisite.  Le dichiarazioni rese al giudice incompetente per materia, se ripetibili, sono utilizzabili soltanto nell'udienza preliminare e per le contestazioni a norma degli articoli 500 e 503.",,"Ai sensi dell'art. 26 c.p.p., le dichiarazioni rese al giudice incompetente per materia, se ripetibili:",sono utilizzabili soltanto nell'udienza preliminare e per le contestazioni dibattimentali,sono nulle,sono utilizzabili soltanto in dibattimento
c.p.p.,333,516.0,"Ai sensi dell'{PLH}, delle denunce anonime:","Ogni persona che ha notizia di un reato perseguibile di ufficio può farne denuncia. La legge determina i casi in cui la denuncia è obbligatoria.  La denuncia è presentata oralmente o per iscritto, personalmente o a mezzo di procuratore speciale, al pubblico ministero o a un ufficiale di polizia giudiziaria; se è presentata per iscritto, è sottoscritta dal denunciante o da un suo procuratore speciale.  Delle denunce anonime non può essere fatto alcun uso, salvo quanto disposto dall'articolo 240.",,"Ai sensi dell'art. 333 del c.p.p., delle denunce anonime:","non puÃ² essere fatto alcun uso, tranne che costituiscano corpo del reato o provengano comunque dall'imputato","non puÃ² essere fatto alcun uso, tranne il solo caso che costituiscano corpo del reato",non puÃ² essere fatto alcun uso
c.p.,54,517.0,L'{PLH} disciplina la causa oggettiva di esclusione del reato dello stato di necessitÃ . Rispetto alla legittima difesa lo stato di necessitÃ prevede che l'oggetto del pericolo debba consistere in:,"(Stato di necessità)  Non è punibile chi ha commesso il fatto per esservi stato costretto dalla necessità di salvare sé od altri dal pericolo attuale di un danno grave alla persona, pericolo da lui non volontariamente causato, né altrimenti evitabile, sempre che il fatto sia proporzionato al pericolo.  Questa disposizione non si applica a chi ha un particolare dovere giuridico di esporsi al pericolo.  La disposizione della prima parte di questo articolo si applica anche se lo stato di necessità è determinato dall'altrui minaccia; ma, in tal caso, del fatto commesso dalla persona minacciata risponde chi l'ha costretta a commetterlo.",,L'art.54 del codice penale disciplina la causa oggettiva di esclusione del reato dello stato di necessitÃ . Rispetto alla legittima difesa lo stato di necessitÃ prevede che l'oggetto del pericolo debba consistere in:,un danno grave alla persona. ,un danno grave alla persona o al patrimonio.,un danno lieve alla persona e grave al patrimonio.
c.p.,41,518.0,"Qualora le cause sopravvenute escludano il rapporto di causalitÃ , quale rilevanza penale ha l'azione o l'omissione precedentemente commessa ({PLH}?","(Concorso di cause)  Il concorso di cause preesistenti o simultanee o sopravvenute, anche se indipendenti dall'azione od omissione del colpevole, non esclude il rapporto di causalità fra l'azione od omissione e l'evento.  Le cause sopravvenute escludono il rapporto di causalità quando sono state da sole sufficienti a determinare l'evento. In tal caso, se l'azione od omissione precedentemente commessa costituisce per sé un reato, si applica la pena per questo stabilita.  Le disposizioni precedenti si applicano anche quando la causa preesistente o simultanea o sopravvenuta consiste nel fatto illecito altrui.",,"Qualora le cause sopravvenute escludano il rapporto di causalitÃ , quale rilevanza penale ha l'azione o l'omissione precedentemente commessa (art. 41 co. 2 c.p.)?",Se l'azione od omissione costituisce per sÃ© un reato si applica la pena per questo stabilita.,L'azione od omissione precedentemente commesse non sono punibili,Nessuna rilevanza penale.
c.p.p.,114,520.0,La violazione del divieto di pubblicazione degli atti coperti da segreto a norma dell'{PLH} costituisce:,"È vietata la pubblicazione, anche parziale o per riassunto, con il mezzo della stampa o con altro mezzo di diffusione, degli atti coperti dal segreto o anche solo del loro contenuto.  È vietata la pubblicazione, anche parziale, degli atti non più coperti dal segreto fino a che non siano concluse le indagini preliminari ovvero fino al termine dell'udienza preliminare , fatta eccezione per l'ordinanza indicata dall'articolo 292. (253) (260) (263) (267) (270) (275)  È sempre vietata la pubblicazione, anche parziale, del contenuto delle intercettazioni se non è riprodotto dal giudice nella motivazione di un provvedimento o utilizzato nel corso del dibattimento. (270) (275)  Se si procede al dibattimento, non è consentita la pubblicazione, anche parziale, degli atti del fascicolo per il dibattimento, se non dopo la pronuncia della sentenza di primo grado, e di quelli del fascicolo del pubblico ministero, se non dopo la pronuncia della sentenza in grado di appello. È sempre consentita la pubblicazione degli atti utilizzati per le contestazioni. (61)  È vietata la pubblicazione, anche parziale, degli atti del dibattimento celebrato a porte chiuse nei casi previsti dall'articolo 472 commi 1 e 2. In tali casi il giudice, sentite le parti, può disporre il divieto di pubblicazione anche degli atti o di parte degli atti utilizzati per le contestazioni. Il divieto di pubblicazione cessa comunque quando sono trascorsi i termini stabiliti dalla legge sugli archivi di Stato ovvero è trascorso il termine di dieci anni dalla sentenza irrevocabile e la pubblicazione è autorizzata dal ministro di grazia e giustizia.  Se non si procede al dibattimento, il giudice, sentite le parti, può disporre il divieto di pubblicazione di atti o di parte di atti quando la pubblicazione di essi può offendere il buon costume o comportare la diffusione di notizie sulle quali la legge prescrive di mantenere il segreto nell'interesse dello Stato ovvero causare pregiudizio alla riservatezza dei testimoni o delle parti private. Si applica la disposizione dell'ultimo periodo del comma 4.  E vietata la pubblicazione delle generalità e dell'immagine dei minorenni testimoni, persone offese o danneggiati dal reato fino a quando non sono divenuti maggiorenni. Il tribunale per i minorenni, nell'interesse esclusivo del minorenne, o il minorenne che ha compiuto i sedici anni, può consentire la pubblicazione. È altresì vietata la pubblicazione di elementi che anche indirettamente possano comunque portare alla identificazione dei suddetti minorenni.  È vietata la pubblicazione dell'immagine di persona privata della libertà personale ripresa mentre la stessa si trova sottoposta all'uso di manette ai polsi ovvero ad altro mezzo di coercizione fisica, salvo che la persona vi consenta.  È sempre consentita la pubblicazione del contenuto di atti non coperti dal segreto.",,La violazione del divieto di pubblicazione degli atti coperti da segreto a norma dell'art. 114 c.p.p. costituisce:,"salve le sanzioni previste dalla legge penale, un illecito disciplinare quando il fatto Ã¨ commesso da impiegati dello Stato o di altri enti pubblici ovvero da persone esercenti una professione per la quale Ã¨ richiesta una speciale abilitazione dello Stato",solo un illecito penale,solo un illecito disciplinare per i pubblici ufficiali o gli incaricati di un pubblico servizio 
c.p.p.,270,521.0,"L'{PLH} relativo allâ€™utilizzazione in altri procedimenti dei risultati delle intercettazioni, prevede che tali risultati:","I risultati delle intercettazioni non possono essere utilizzati in procedimenti diversi da quelli nei quali sono stati disposti, salvo che risultino rilevanti e indispensabili per l'accertamento di delitti per i quali è obbligatorio l'arresto in flagranza .... (270) (275) 303 Fermo restando quanto previsto dal comma 1, i risultati delle intercettazioni tra presenti operate con captatore informatico su dispositivo elettronico portatile possono essere utilizzati anche per la prova di reati diversi da quelli per i quali è stato emesso il decreto di autorizzazione qualora risultino indispensabili per l'accertamento dei delitti indicati dall'articolo 266, comma 2-bis. (270) (275)  Ai fini della utilizzazione prevista dal comma 1, i verbali e le registrazioni delle intercettazioni sono depositati presso l'autorità competente per il diverso procedimento. Si applicano le disposizioni dell'articolo 268, commi 6, 7 e 8. (253) (260) (263) (267) (270) (275)  Il pubblico ministero e i difensori delle parti hanno altresì facoltà di esaminare i verbali e le registrazioni in precedenza depositati nel procedimento in cui le intercettazioni furono autorizzate.",,"L'art. 270 c.p.p. relativo allâ€™utilizzazione in altri procedimenti dei risultati delle intercettazioni, prevede che tali risultati:","non possono essere utilizzati in procedimenti diversi da quelli nei quali le intercettazioni sono state disposte, salvo che risultino indispensabili per lâ€™accertamento dei delitti per i quali Ã¨ obbligatorio l'arresto in flagranza",possono essere sempre utilizzati in procedimenti diversi da quelli nei quali le intercettazioni sono state disposte,"possono essere utilizzati in procedimenti diversi da quelli nei quali sono stati disposti, salvo che risultino indispensabili per l'accertamento di delitti per i quali Ã¨ facoltativo l'arresto in flagranza"
c.p.p.,389,522.0,"Salvo quanto previsto dall'{PLH}, la polizia giudiziaria trasmette il verbale del fermo di indiziato di delitto al pubblico ministero:","Se risulta evidente che l'arresto o il fermo è stato eseguito per errore di persona o fuori dei casi previsti dalla legge o se la misura dell'arresto o del fermo è divenuta inefficace a norma degli articoli 386 comma 7 e 390 comma 3, il pubblico ministero dispone con decreto motivato che l'arrestato o il fermato sia posto immediatamente in libertà.  La liberazione è altresì disposta prima dell'intervento del pubblico ministero dallo stesso ufficiale di polizia giudiziaria, che ne informa subito il pubblico ministero del luogo dove l'arresto o il fermo è stato eseguito.",,"Salvo quanto previsto dall'art. 389 c.p.p., la polizia giudiziaria trasmette il verbale del fermo di indiziato di delitto al pubblico ministero:","entro 24 ore dal fermo, salvo che il pubblico ministero autorizzi una dilazione maggiore","entro 12 ore dal fermo, salvo che il pubblico ministero autorizzi una dilazione maggiore","entro 36 ore, salvo che il giudice autorizzi una dilazione maggiore "
c.p.p.,408,523.0,Il pubblico ministero chiede l'archiviazione per infondatezza della notizia di reato ai sensi dell'{PLH}:,"Quando gli elementi acquisiti nel corso delle indagini preliminari non consentono di formulare una ragionevole previsione di condanna o di applicazione di una misura di sicurezza diversa dalla confisca, il pubblico ministero, presenta al giudice richiesta di archiviazione. Con la richiesta è trasmesso il fascicolo contenente la notizia di reato, la documentazione relativa alle indagini espletate e i verbali degli atti compiuti davanti al giudice per le indagini preliminari.  Fuori dei casi di rimessione della querela, l'avviso della richiesta è notificato, a cura del pubblico ministero, alla persona offesa che, nella notizia di reato o successivamente alla sua presentazione, abbia dichiarato di volere essere informata circa l'eventuale archiviazione.  Nell'avviso è precisato che, nel termine di venti giorni, la persona offesa può prendere visione degli atti e presentare opposizione con richiesta motivata di prosecuzione delle indagini preliminari. La persona offesa è altresì informata della facoltà di accedere ai programmi di giustizia riparativa.  Per i delitti commessi con violenza alla persona e per il reato di cui all'articolo 624-bis del codice penale, l'avviso della richiesta di archiviazione è in ogni caso notificato, a cura del pubblico ministero, alla persona offesa ed il termine di cui al comma 3 è elevato a trenta giorni.",,Il pubblico ministero chiede l'archiviazione per infondatezza della notizia di reato ai sensi dell'art. 408 c.p.p.:,quando gli elementi acquisiti nelle indagini preliminari non sono idonei a sostenere l'accusa in giudizio ai sensi dell'art. 125 disp. att. c.p.p,solo quando il fatto non sussiste,solo quando il reato Ã¨ estinto per prescrizione
c.p.p.,498,524.0,L'interrogatorio dell'imputato in sede di udienza preliminare puÃ² svolgersi nelle forme previste dagli {PLH}?,"Le domande sono rivolte direttamente dal pubblico ministero o dal difensore che ha chiesto l'esame del testimone.  Successivamente altre domande possono essere rivolte dalle parti che non hanno chiesto l'esame, secondo l'ordine indicato nell'articolo 496.  Chi ha chiesto l'esame può proporre nuove domande.  L'esame testimoniale del minorenne è condotto dal presidente su domande e contestazioni proposte dalle parti. Nell'esame il presidente può avvalersi dell'ausilio di un familiare del minore o di un esperto in psicologia infantile. Il presidente, sentite le parti, se ritiene che l'esame diretto del minore non possa nuocere alla serenità del teste, dispone con ordinanza che la deposizione prosegua nelle forme previste dai commi precedenti. L'ordinanza può essere revocata nel corso dell'esame. (85)  Si applicano, se una parte lo richiede ovvero se il presidente lo ritiene necessario, le modalità di cui all'articolo 398, comma 5-bis.  Quando si procede per i reati di cui agli articoli 572, 600, 600-bis, 600-ter, 600-quater, 600-quinquies, 601, 602, 609-bis, 609-ter, 609-quater e 609-octies e 612-bis del codice penale, l'esame del minore vittima del reato ovvero del maggiorenne infermo di mente vittima del reato viene effettuato, su richiesta sua o del suo difensore, mediante l'uso di un vetro specchio unitamente ad un impianto citofonico. (140)   Fermo quanto previsto dai precedenti commi, quando occorre procedere all'esame di una persona offesa che versa in condizione di particolare vulnerabilità, il giudice, se la persona offesa o il suo difensore ne fa richiesta, dispone l'adozione di modalità protette",,L'interrogatorio dell'imputato in sede di udienza preliminare puÃ² svolgersi nelle forme previste dagli artt. 498 e 499 c.p.p.?,"SÃ¬, su richiesta di parte","SÃ¬, sempre","No, mai"
c.p.p.,43,525.0,"Ai sensi dell'{PLH}, il giudice astenuto o ricusato Ã¨ sostituito:","Il giudice astenuto o ricusato è sostituito con altro magistrato dello stesso ufficio designato secondo le leggi di ordinamento giudiziario.  Qualora non sia possibile la sostituzione prevista dal comma 1, la corte o il tribunale rimette il procedimento al giudice ugualmente competente per materia determinato a norma dell'articolo 11.",,"Ai sensi dell'art. 43 c.p.p., il giudice astenuto o ricusato Ã¨ sostituito:",con un altro magistrato dello stesso ufficio designato secondo le leggi di ordinamento giudiziario,con un altro magistrato di un diverso ufficio designato secondo le leggi di ordinamento giudiziario,con un altro magistrato designato d'intesa dalle parti
c.p.p.,50,526.0,"Ai sensi dell'{PLH}, il Pubblico Ministero esercita lâ€™azione penale:","Il pubblico ministero esercita l'azione penale quando non sussistono i presupposti per la richiesta di archiviazione.  Quando non è necessaria la querela, la richiesta, l'istanza o l'autorizzazione a procedere, l'azione penale è esercitata di ufficio.  L'esercizio dell'azione penale può essere sospeso o interrotto soltanto nei casi espressamente previsti dalla legge.",,"Ai sensi dell'art. 50 c.p.p., il Pubblico Ministero esercita lâ€™azione penale:",quando non sussistono i presupposti per la richiesta di archiviazione,soltanto quando Ã¨ richiesto dal giudice per l'udienza preliminare,soltanto per i reati per i quali Ã¨ prevista l'obbligatorietÃ dell'azione penale
c.p.p.,126,527.0,"A norma dell'{PLH}, da chi Ã¨ assistito il giudice in tutti gli atti ai quali procede?","Il giudice, in tutti gli atti ai quali procede, è assistito dall'ausiliario a ciò designato a norma dell'ordinamento, se la legge non dispone altrimenti.   Il giudice è supportato dall'ufficio per il processo penale nei limiti dei compiti a questo attribuiti dalla legge.",,"A norma dell'art. 126 c.p.p., da chi Ã¨ assistito il giudice in tutti gli atti ai quali procede?",Dall'ausiliario a ciÃ² designato a norma dell'ordinamento,Dal Pubblico ministero,Da nessuno in quanto deve procedere personalmente a tutti gli atti
c.p.p.,90,528.0,"Ai sensi dell'{PLH}, qualora la persona offesa sia deceduta in conseguenza del reato, le facoltÃ e i diritti previsti dalla legge sono esercitati:","La persona offesa dal reato, oltre ad esercitare i diritti e le facoltà ad essa espressamente riconosciuti dalla legge, in ogni stato e grado del procedimento può presentare memorie e, con esclusione del giudizio di cassazione, indicare elementi di prova.   La persona offesa ha facoltà di dichiarare o eleggere domicilio. Ai fini della dichiarazione di domicilio la persona offesa può indicare un indirizzo di posta elettronica certificata o altro servizio elettronico di recapito certificato qualificato.  La persona offesa minore, interdetta per infermità di mente o inabilitata esercita le facoltà e i diritti a essa attribuiti a mezzo dei soggetti indicati negli articoli 120 e 121 del codice penale.  Quando vi è incertezza sulla minore età della persona offesa dal reato, il giudice dispone, anche di ufficio, perizia. Se, anche dopo la perizia, permangono dubbi, la minore età è presunta, ma soltanto ai fini dell'applicazione delle disposizioni processuali.  Qualora la persona offesa sia deceduta in conseguenza del reato, le facoltà e i diritti previsti dalla legge sono esercitati dai prossimi congiunti di essa o da persona alla medesima legata da relazione affettiva e con essa stabilmente convivente.",,"Ai sensi dell'art. 90 c.p.p., qualora la persona offesa sia deceduta in conseguenza del reato, le facoltÃ e i diritti previsti dalla legge sono esercitati:",dai prossimi congiunti di essa,dal difensore dâ€™ufficio,a mezzo dei soggetti indicati nell'articolo 120 del codice penale
c.p.p.,589,529.0,"Ai sensi dell'{PLH}, Ã¨ ammessa la rinuncia all'impugnazione di una sentenza penale? ","Il pubblico ministero presso il giudice che ha pronunciato il provvedimento impugnato può rinunciare alla impugnazione da lui proposta fino all'apertura del dibattimento. Successivamente la dichiarazione di rinuncia può essere effettuata prima dell'inizio della discussione dal pubblico ministero presso il giudice della impugnazione, anche se l'impugnazione stessa è stata proposta da altro pubblico ministero.  Le parti private possono rinunciare all'impugnazione anche per mezzo di procuratore speciale.  La dichiarazione di rinuncia è presentata a uno degli organi competenti a ricevere l'impugnazione nelle forme e nei modi previsti dagli articoli 581 e 582 ovvero, in dibattimento, prima dell'inizio della discussione.  Quando l'impugnazione è trattata e decisa in camera di consiglio, la dichiarazione di rinuncia può essere effettuata, prima dell'udienza, dal pubblico ministero che ha proposto l'impugnazione e, successivamente, dal pubblico ministero presso il giudice dell'impugnazione, anche se la stessa è stata proposta da altro pubblico ministero.",,"Ai sensi dell'art. 589 c.p.p., Ã¨ ammessa la rinuncia all'impugnazione di una sentenza penale? ","SÃ¬, il Pubblico Ministero e le parti private possono rinunciarvi","SÃ¬, ma solo del Pubblico Ministero","No, mai"
c.p.p.,339,530.0,Ai sensi dell'{PLH}:,"La rinuncia espressa alla querela è fatta personalmente o a mezzo di procuratore speciale, con dichiarazione sottoscritta, rilasciata all'interessato o a un suo rappresentante. La dichiarazione può anche essere fatta oralmente a un ufficiale di polizia giudiziaria o a un notaio, i quali, accertata l'identità del rinunciante, redigono verbale. Questo non produce effetti se non è sottoscritto dal dichiarante.  La rinuncia sottoposta a termini o a condizioni non produce effetti.  Con la stessa dichiarazione può essere fatta rinuncia anche all'azione civile per le restituzioni e per il risarcimento del danno.",,Ai sensi dell'art. 339 c.p.p.:,Ã¨ ammessa la rinuncia al diritto di querela,"non Ã¨ ammesso rinunciare al diritto di querela, salvo i casi previsti dalla legge",Ã¨ ammesso rinunciare al diritto di querela ma solo se sono trascorsi tre mesi dal giorno della notizia del fatto che costituisce il reato
c.p.p.,103,531.0,"Lâ€™intercettazione relativa a conversazioni o comunicazioni dei difensori, secondo l'{PLH}:","Presso i difensori e gli investigatori privati autorizzati e incaricati in relazione al procedimento, nonché presso i consulenti tecnici non si può procedere a sequestro di carte o documenti relativi all'oggetto della difesa, salvo che costituiscano corpo del reato.  Nell'accingersi a eseguire una ispezione, una perquisizione o un sequestro nell'ufficio di un difensore, l'autorità giudiziaria a pena di nullità avvisa il consiglio dell'ordine forense del luogo perché il presidente o un consigliere da questo delegato possa assistere alle operazioni. Allo stesso, se interviene e ne fa richiesta, è consegnata copia del provvedimento.  Alle ispezioni, alle perquisizioni e ai sequestri negli uffici dei difensori procede personalmente il giudice ovvero, nel corso delle indagini preliminari, il pubblico ministero in forza di motivato decreto di autorizzazione del giudice.  Non è consentita l'intercettazione relativa a conversazioni o comunicazioni dei difensori, degli investigatori privati autorizzati e incaricati in relazione al procedimento, dei consulenti tecnici e loro ausiliari, né a quelle tra i medesimi e le persone da loro assistite.  Sono vietati il sequestro e ogni forma di controllo della corrispondenza tra l'imputato e il proprio difensore in quanto riconoscibile dalle prescritte indicazioni, salvo che l'autorità giudiziaria abbia fondato motivo di ritenere che si tratti di corpo del reato.   È parimenti vietata l'acquisizione di ogni forma di comunicazione, anche diversa dalla corrispondenza, intercorsa tra l'imputato e il proprio difensore, salvo che l'autorità giudiziaria abbia fondato motivo di ritenere che si tratti di corpo del reato.  L'autorità giudiziaria o gli organi ausiliari delegati interrompono immediatamente le operazioni di intercettazione quando risulta che la conversazione o la comunicazione rientra tra quelle vietate  Salvo quanto previsto dal comma 3 e dall'articolo 271, i risultati delle ispezioni, perquisizioni, sequestri, intercettazioni di conversazioni o comunicazioni, eseguiti in violazione delle disposizioni precedenti, non possono essere utilizzati. Fermo il divieto di utilizzazione di cui al primo periodo, quando le comunicazioni e conversazioni sono comunque intercettate, il loro contenuto non può essere trascritto, neanche sommariamente, e nel verbale delle operazioni sono indicate soltanto la data, l'ora e il dispositivo su cui la registrazione è intervenuta. (253) (260) (263) (267) (270) (275)",,"Lâ€™intercettazione relativa a conversazioni o comunicazioni dei difensori, secondo l'articolo 103 del codice di procedura penale:",non Ã¨ consentita,Ã¨ consentita solo se il difensore usa la sua utenza telefonica fissa,Ã¨ consentita solo se il difensore usa la sua utenza telefonica mobile
c.p.p.,26,532.0,"Ai sensi dell'{PLH}, l'inosservanza delle norme sulla competenza del giudice penale:","L'inosservanza delle norme sulla competenza non produce l'inefficacia delle prove già acquisite.  Le dichiarazioni rese al giudice incompetente per materia, se ripetibili, sono utilizzabili soltanto nell'udienza preliminare e per le contestazioni a norma degli articoli 500 e 503.",,"Ai sensi dell'art. 26 c.p.p., l'inosservanza delle norme sulla competenza del giudice penale:",non produce l'inefficacia delle prove giÃ acquisite,produce la nullitÃ delle prove giÃ acquisite,produce l'inefficacia delle prove giÃ acquisite
c.p.p.,268,533.0,"A norma dell'{PLH}, le comunicazioni intercettate sono registrate e delle operazioni Ã¨ redatto un verbale:","Le comunicazioni intercettate sono registrate e delle operazioni è redatto verbale.  Nel verbale è trascritto, anche sommariamente, soltanto il contenuto delle comunicazioni intercettate rilevante ai fini delle indagini, anche a favore della persona sottoposta ad indagine. Il contenuto non rilevante ai fini delle indagini non è trascritto neppure sommariamente e nessuna menzione ne viene riportata nei verbali e nelle annotazioni della polizia giudiziaria, nei quali è apposta l'espressa dicitura: 'La conversazione omessa non è utile alle indaginì.  Il pubblico ministero dà indicazioni e vigila affinchè i verbali siano redatti in conformità a quanto previsto dal comma 2 e negli stessi non siano riportate espressioni lesive della reputazione delle persone o quelle che riguardano fatti e circostanze afferenti alla vita privata degli interlocutori, nonché quelle che consentono di identificare soggetti diversi dalle parti salvo che risultino rilevanti ai fini delle indagini.(270) (275)  COMMA ABROGATO DAL D.L. 30 DICEMBRE 2019, N. 161, CONVERTITO CON MODIFICAZIONI DALLA L. 28 FEBBRAIO 2020, N. 7.(270) (275)  Le operazioni possono essere compiute esclusivamente per mezzo degli impianti installati nella procura della Repubblica. Tuttavia, quando tali impianti risultano insufficienti o inidonei ed esistono eccezionali ragioni di urgenza, il pubblico ministero può disporre, con provvedimento motivato, il compimento delle operazioni mediante impianti di pubblico servizio o in dotazione alla polizia giudiziaria.  Quando si procede a intercettazione di comunicazioni informatiche o telematiche, il pubblico ministero può disporre che le operazioni siano compiute anche mediante impianti appartenenti a privati. Per le operazioni di avvio e di cessazione delle registrazioni con captatore informatico su dispositivo elettronico portatile, riguardanti comunicazioni e conversazioni tra presenti, l'ufficiale di polizia giudiziaria può avvalersi di persone idonee di cui all'articolo 348, comma 4. (253) (260) (263) (270) (275)  I verbali e le registrazioni sono immediatamente trasmessi al pubblico ministero per la conservazione nell'archivio di cui all'articolo 269, comma 1. Entro cinque giorni dalla conclusione delle operazioni, essi sono depositati presso l'archivio di cui all'articolo 269, comma 1, insieme ai decreti che hanno disposto, autorizzato, convalidato o prorogato l'intercettazione, rimanendovi per il tempo fissato dal pubblico ministero, salvo che il giudice non riconosca necessaria una proroga. (270) (275)  Se dal deposito può derivare un grave pregiudizio per le indagini, il giudice autorizza il pubblico ministero a ritardarlo non oltre la chiusura delle indagini preliminari. (270) (275)  Ai difensori delle parti è immediatamente dato avviso che, entro il termine fissato a norma dei commi 4 e 5, per via telematica hanno facoltà di esaminare gli atti e ascoltare le registrazioni ovvero di prendere cognizione dei flussi di comunicazioni informatiche o telematiche. Scaduto il termine, il giudice dispone l'acquisizione delle conversazioni o dei flussi di comunicazioni informatiche o telematiche indicati dalle parti, che non appaiano irrilevanti, procedendo anche di ufficio allo stralcio delle registrazioni e dei verbali di cui è vietata l'utilizzazione e di quelli che riguardano categorie particolari di dati personali o soggetti diversi dalle parti, sempre che non ne sia dimostrata la rilevanza. Il pubblico ministero e i difensori hanno diritto di partecipare allo stralcio e sono avvisati almeno ventiquattro ore prima. (270) (275)  Il giudice, anche nel corso delle attività di formazione del fascicolo per il dibattimento ai sensi dell'articolo 431, dispone la trascrizione integrale delle registrazioni ovvero la stampa in forma intellegibile delle informazioni contenute nei flussi di comunicazioni informatiche o telematiche da acquisire, osservando le forme, i modi e le garanzie previsti per l'espletamento delle perizie. Le trascrizioni o le stampe sono inserite nel fascicolo per il dibattimento. Il giudice, con il consenso delle parti, può disporre l'utilizzazione delle trascrizioni delle registrazioni ovvero delle informazioni contenute nei flussi di comunicazioni informatiche o telematiche effettuate dalla polizia giudiziaria nel corso delle indagini. In caso di contestazioni si applicano le disposizioni di cui al primo periodo. (270) (275)  I difensori possono estrarre copia delle trascrizioni e fare eseguire la trasposizione della registrazione su idoneo supporto. In caso di intercettazione di flussi di comunicazioni informatiche o telematiche i difensori possono richiedere copia su idoneo supporto dei flussi intercettati, ovvero copia della stampa prevista dal comma 7. (270) (275)  (163)",,"A norma dell'art. 268 c.p.p., le comunicazioni intercettate sono registrate e delle operazioni Ã¨ redatto un verbale:","nel quale Ã¨ trascritto, anche sommariamente, il contenuto delle comunicazioni intercettate",a cura della prefettura,nel quale deve essere letteralmente e precisamente trascritto il contenuto delle comunicazioni intercettate
c.p.p.,60,535.0,"A norma dell'{PLH}, Ã¨ imputato:","Assume la qualità di imputato la persona alla quale è attribuito il reato nella richiesta di rinvio a giudizio, di giudizio immediato, di decreto penale di condanna, di applicazione della pena a norma dell'articolo 447 comma 1, nel decreto di citazione diretta a giudizio e nel giudizio direttissimo.  La qualità di imputato si conserva in ogni stato e grado del processo, sino a che non sia più soggetta a impugnazione la sentenza di non luogo a procedere, sia divenuta irrevocabile la sentenza di proscioglimento o di condanna o sia divenuto esecutivo il decreto penale di condanna.  La qualità di imputato si riassume in caso di revoca della sentenza di non luogo a procedere e qualora sia disposta la revisione del processo oppure la riapertura dello stesso a seguito della rescissione del giudicato o di accoglimento della richiesta prevista dall'articolo 628-bis.",,"A norma dell'art. 60 c.p.p., Ã¨ imputato:",colui contro il quale il pubblico ministero esercita l'azione penale presentando richiesta di rinvio a giudizio ,"tra gli altri, colui nei confronti del quale la polizia giudiziaria svolge l'attivitÃ di indagine dopo aver avuto la notizia di reato",colui nei confronti del quale il pubblico ministero svolge l'attivitÃ di indagine dopo aver avuto la notizia di reato
c.p.p.,8,536.0,"Secondo la regola generale dettata dall'{PLH}, la competenza per territorio del giudice penale Ã¨ determinata dal luogo: ","La competenza per territorio è determinata dal luogo in cui il reato è stato consumato.  Se si tratta di fatto dal quale è derivata la morte di una o più persone, è competente il giudice del luogo in cui è avvenuta l'azione o l'omissione.  Se si tratta di reato permanente, è competente il giudice del luogo in cui ha avuto inizio la consumazione, anche se dal fatto è derivata la morte di una o più persone.  Se si tratta di delitto tentato, è competente il giudice del luogo in cui è stato compiuto l'ultimo atto diretto a commettere il delitto.",,"Secondo la regola generale dettata dall'art. 8 del Codice di procedura penale, la competenza per territorio del giudice penale Ã¨ determinata dal luogo: ",in cui il reato Ã¨ stato consumato,in cui si sono prodotti gli effetti del reato,in cui risiede la vittima del reato
