Source,Article,Comma number,Comma content
c.p.p.,Art. 666,7.,"7. Il ricorso non sospende l'esecuzione dell'ordinanza, a meno che il giudice che l'ha emessa disponga diversamente."
c.p.p.,Art. 666,8.,"8. Se l'interessato è infermo di mente, l'avviso previsto dal comma 3 è notificato anche al tutore o al curatore; se l'interessato ne è privo, il giudice o il presidente del collegio nomina un curatore provvisorio. Al tutore e al curatore competono gli stessi diritti dell'interessato."
c.p.p.,Art. 666,9.,9. Il verbale di udienza è redatto soltanto in forma riassuntiva a norma dell'articolo 140 comma 2. (15)
c.p.p.,Art. 667,1.,"1. Se vi è ragione di dubitare dell'identità della persona arrestata per esecuzione di pena o perché evasa mentre scontava una condanna, il giudice dell'esecuzione la interroga e compie ogni indagine utile alla sua identificazione anche a mezzo della polizia giudiziaria."
c.p.p.,Art. 667,2.,"2. Quando riconosce che non si tratta della persona nei cui confronti deve compiersi l'esecuzione, ne ordina immediatamente la liberazione. Se l'identità rimane incerta, ordina la sospensione dell'esecuzione, dispone la liberazione del detenuto e invita il pubblico ministero a procedere a ulteriori indagini."
c.p.p.,Art. 667,3.,"3. Se appare evidente che vi è stato un errore di persona e non è possibile provvedere tempestivamente a norma dei commi 1 e 2, la liberazione può essere ordinata in via provvisoria con decreto motivato dal pubblico ministero del luogo dove l'arrestato si trova.
Il provvedimento del pubblico ministero ha effetto fino a quando non provvede il giudice competente, al quale gli atti sono immediatamente trasmessi."
c.p.p.,Art. 667,4.,"4. Il giudice dell'esecuzione provvede in ogni caso senza formalità con ordinanza comunicata al pubblico ministero e notificata all'interessato. Contro l'ordinanza possono proporre opposizione davanti allo stesso giudice il pubblico ministero, l'interessato e il difensore; in tal caso si procede a norma dell'articolo 666. L'opposizione è proposta, a pena di decadenza, entro quindici giorni dalla comunicazione o dalla notificazione dell'ordinanza. ((231))"
c.p.p.,Art. 667,5.,"5. Se la persona detenuta deve essere giudicata per altri reati, l'ordinanza è comunicata all'autorità giudiziaria procedente."
c.p.p.,Art. 668,1.,"1. Se una persona è stata condannata in luogo di un'altra per errore di nome, il giudice dell'esecuzione provvede alla correzione nelle forme previste dall'articolo 130 soltanto se la persona contro cui si doveva procedere è stata citata come imputato anche sotto altro nome per il giudizio; altrimenti si provvede a norma dell'articolo 630 comma 1 lettera c). In ogni caso l'esecuzione contro la persona erroneamente condannata è sospesa."
c.p.p.,Art. 669,1.,"1. Se più sentenze di condanna divenute irrevocabili sono state pronunciate contro la stessa persona per il medesimo fatto, il giudice ordina l'esecuzione della sentenza con cui si pronunciò la condanna meno grave, revocando le altre."
c.p.p.,Art. 669,2.,"2. Quando le pene irrogate sono diverse, l'interessato può indicare la sentenza che deve essere eseguita. Se l'interessato non si avvale di tale facoltà prima della decisione del giudice dell'esecuzione, si applicano le disposizioni dei commi 3 e 4."
c.p.p.,Art. 669,3.,"3. Se si tratta di pena pecuniaria e pena detentiva, si esegue la pena pecuniaria. Se si tratta di pene detentive o pecuniarie di specie diversa, si esegue la pena di minore entità; se le pene sono di uguale entità, si esegue rispettivamente l'arresto o l'ammenda.
Se si tratta di pena detentiva o pecuniaria e della sanzione sostitutiva della semidetenzione o della libertà controllata, si esegue, in caso di pena detentiva, la sanzione sostitutiva e, in caso di pena pecuniaria, quest'ultima."
c.p.p.,Art. 669,4.,"4. Quando le pene principali sono uguali, si tiene conto della eventuale applicazione di pene accessorie o di misure di sicurezza e degli altri effetti penali. Quando le condanne sono identiche, si esegue la sentenza divenuta irrevocabile per prima."
c.p.p.,Art. 669,5.,"5. Se la sentenza revocata era stata in tutto o in parte eseguita, l'esecuzione si considera come conseguente alla sentenza rimasta in vigore."
c.p.p.,Art. 669,6.,"6. Le stesse disposizioni si applicano se si tratta di più decreti penali o di sentenze e di decreti ovvero se il fatto è stato giudicato in concorso formale con altri fatti o quale episodio di un reato continuato, premessa, ove necessaria, la determinazione della pena corrispondente."
c.p.p.,Art. 669,7.,"7. Se più sentenze di non luogo a procedere o più sentenze di proscioglimento sono state pronunciate nei confronti della stessa persona per il medesimo fatto, il giudice, se l'interessato entro il termine previsto dal comma 2 non indica la sentenza che deve essere eseguita, ordina l'esecuzione della sentenza più favorevole, revocando le altre."
c.p.p.,Art. 669,8.,"8. Salvo quanto previsto dagli articoli 69 comma 2 e 345, se si tratta di una sentenza di proscioglimento e di una sentenza di condanna o di un decreto penale, il giudice ordina l'esecuzione della sentenza di proscioglimento revocando la decisione di condanna.
Tuttavia, se il proscioglimento è stato pronunciato per estinzione del reato verificatasi successivamente alla data in cui è divenuta irrevocabile la decisione di condanna, si esegue quest'ultima."
c.p.p.,Art. 669,9.,"9. Se si tratta di una sentenza di non luogo a procedere e di una sentenza pronunciata in giudizio o di un decreto penale, il giudice ordina l'esecuzione della sentenza pronunciata in giudizio o del decreto."
c.p.p.,Art. 670,1.,"1. Quando il giudice dell'esecuzione accerta che il provvedimento manca o non è divenuto esecutivo, valutata anche nel merito l'osservanza delle garanzie previste nel caso di irreperibilità del condannato, lo dichiara con ordinanza e sospende l'esecuzione, disponendo, se occorre, la liberazione dell'interessato e la rinnovazione della notificazione non validamente eseguita. In tal caso decorre nuovamente il termine per l'impugnazione."
c.p.p.,Art. 670,2.,"2. Quando è proposta impugnazione od opposizione, il giudice dell'esecuzione, dopo aver provveduto sulla richiesta dell'interessato, trasmette gli atti al giudice di cognizione competente. La decisione del giudice dell'esecuzione non pregiudica quella del giudice dell'impugnazione o dell'opposizione, il quale, se ritiene ammissibile il gravame, sospende con ordinanza l'esecuzione che non sia già stata sospesa."
c.p.p.,Art. 670,3.,"3. Se l'interessato, nel proporre richiesta perché sia dichiarata la non esecutività del provvedimento, eccepisce che comunque sussistono i presupposti e le condizioni per la restituzione nel termine a norma dell'articolo 175, e la relativa richiesta non è già stata proposta al giudice dell'impugnazione, il giudice dell'esecuzione, se non deve dichiarare la non esecutività del provvedimento, decide sulla restituzione. In tal caso, la richiesta di restituzione nel termine non può essere riproposta al giudice dell'impugnazione. Si applicano le disposizioni dell'articolo 175 commi 7 e 8."
c.p.p.,Art. 671,1.,"1. Nel caso di più sentenze o decreti penali irrevocabili pronunciati in procedimenti distinti contro la stessa persona, il condannato o il pubblico ministero possono chiedere al giudice dell'esecuzione l'applicazione della disciplina del concorso formale o del reato continuato, sempre che la stessa non sia stata esclusa dal giudice della cognizione. (( Fra gli elementi che incidono sull'applicazione della disciplina del reato continuato vi è la consumazione di più reati in relazione allo stato di tossicodipendenza. ))"
c.p.p.,Art. 671,2.,2. Il giudice dell'esecuzione provvede determinando la pena in misura non superiore alla somma di quelle inflitte con ciascuna sentenza o ciascun decreto.
c.p.p.,Art. 671,2-bis.,"2-bis. Si applicano le disposizioni di cui all'articolo 81, quarto comma del codice penale."
c.p.p.,Art. 671,3.,"3. Il giudice dell'esecuzione può concedere altresì la sospensione condizionale della pena e la non menzione della condanna nel certificato del casellario giudiziale, quando ciò consegue al riconoscimento del concorso formale o della continuazione. Adotta infine ogni altro provvedimento conseguente."
c.p.p.,Art. 672,1.,1. Per l'applicazione dell'amnistia o dell'indulto il giudice dell'esecuzione procede a norma dell'articolo 667 comma 4.
c.p.p.,Art. 672,2.,"2. Quando, in conseguenza dell'applicazione dell'amnistia o dell'indulto, occorre applicare o modificare una misura di sicurezza a norma dell'articolo 210 del codice penale, il giudice dell'esecuzione dispone la trasmissione degli atti al magistrato di sorveglianza."
c.p.p.,Art. 672,3.,"3. Il pubblico ministero che cura l'esecuzione della sentenza di condanna può disporre provvisoriamente la liberazione del condannato detenuto ovvero la cessazione delle sanzioni sostitutive e delle misure alternative, prima che essa sia definitivamente ordinata con il provvedimento che applica l'amnistia o l'indulto."
c.p.p.,Art. 672,4.,"4. L'amnistia e l'indulto devono essere applicati, qualora il condannato ne faccia richiesta, anche se è terminata l'esecuzione della pena."
c.p.p.,Art. 672,5.,"5. L'amnistia e l'indulto condizionati hanno per effetto di sospendere l'esecuzione della sentenza o del decreto penale fino alla scadenza del termine stabilito nel decreto di concessione o, se non fu stabilito termine, fino alla scadenza del quarto mese dal giorno della pubblicazione del decreto. L'amnistia e l'indulto condizionati si applicano definitivamente se, alla scadenza del termine, è dimostrato l'adempimento delle condizioni o degli obblighi ai quali la concessione del beneficio è subordinata."
c.p.p.,Art. 673,1.,"1. Nel caso di abrogazione o di dichiarazione di illegittimità costituzionale della norma incriminatrice, il giudice dell'esecuzione revoca la sentenza di condanna o il decreto penale dichiarando che il fatto non è previsto dalla legge come reato e adotta i provvedimenti conseguenti."
c.p.p.,Art. 673,2.,2. Allo stesso modo provvede quando è stata emessa sentenza di proscioglimento o di non luogo a procedere per estinzione del reato o per mancanza di imputabilità.
c.p.p.,Art. 674,1.,"1. La revoca della sospensione condizionale della pena, della grazia o dell'amnistia o dell'indulto condizionati e della non menzione della condanna nel certificato del casellario giudiziale è disposta dal giudice dell'esecuzione, qualora non sia stata disposta con la sentenza di condanna per altro reato."
c.p.p.,Art. 674,1-bis.,1-bis. Il giudice dell'esecuzione provvede altresì alla revoca della sospensione condizionale della pena quando rileva l'esistenza delle condizioni di cui al terzo comma dell'articolo 168 del codice penale.
c.p.p.,Art. 675,1.,"1. Se la falsità di un atto o di un documento, accertata a norma dell'articolo 537, non è stata dichiarata nel dispositivo della sentenza e non è stata proposta impugnazione per questo capo, ogni interessato può chiedere al giudice dell'esecuzione che la dichiari."
c.p.p.,Art. 675,2.,"2. La cancellazione totale del documento, disposta dal giudice della cognizione o dell'esecuzione, è eseguita mediante annotazione della sentenza o dell'ordinanza a margine di ciascuna pagina del medesimo e attestazione di tale adempimento nel verbale, con la dichiarazione che il documento non può avere alcun effetto giuridico. Il documento rimane allegato al verbale e una copia di questo è rilasciata in sostituzione del documento stesso a chi lo possedeva o lo aveva in deposito, quando la copia è stata richiesta per un legittimo interesse."
c.p.p.,Art. 675,3.,"3. Negli altri casi, il testo del documento, quale risulta in seguito alla cancellazione parziale o alla ripristinazione, rinnovazione o riforma, è inserito per intero nel verbale. Se il documento era in deposito pubblico, è restituito al depositario unitamente a una copia autentica del verbale a cui deve rimanere allegato. Se il documento era posseduto da un privato, la cancelleria lo conserva allegato al verbale e ne rilascia copia quando questa è richiesta per un legittimo interesse. Tale copia vale come originale per ogni effetto giuridico."
c.p.p.,Art. 675,4.,"4. Per l'osservanza dei predetti adempimenti, il giudice o il presidente del collegio dà le disposizioni occorrenti nel relativo verbale."
c.p.p.,Art. 676,1.,"1. Il giudice dell'esecuzione è competente a decidere in ordine all'estinzione del reato dopo la condanna, all'estinzione della pena quando la stessa non consegue alla liberazione condizionale o all'affidamento in prova al servizio sociale, in ordine alle pene accessorie, alla confisca o alla restituzione delle cose sequestrate ((...)). In questi casi il giudice dell'esecuzione procede a norma dell'articolo 667 comma 4."
c.p.p.,Art. 676,2.,"2. Qualora sorga controversia sulla proprietà delle cose confiscate, si applica la disposizione dell'articolo 263 comma 3."
c.p.p.,Art. 676,3.,"3. Quando accerta l'estinzione del reato o della pena, il giudice dell'esecuzione la dichiara anche di ufficio adottando i provvedimenti conseguenti."
c.p.p.,Art. 676,3-bis.,"3-bis. Il giudice dell'esecuzione è, altresì, competente a decidere in ordine all'applicazione della riduzione della pena prevista dall'articolo 442, comma 2-bis. In questo caso, il giudice procede d'ufficio prima della trasmissione dell'estratto del provvedimento divenuto irrevocabile."
c.p.p.,Art. 677,1.,"1. La competenza a conoscere le materie attribuite alla magistratura di sorveglianza appartiene al tribunale o al magistrato di sorveglianza che hanno giurisdizione sull'istituto di prevenzione o di pena in cui si trova l'interessato all'atto della richiesta, della proposta o dell'inizio di ufficio del procedimento."
c.p.p.,Art. 677,2.,"2. Quando l'interessato non è detenuto o internato, la competenza, se la legge non dispone diversamente, appartiene al tribunale o al magistrato di sorveglianza che ha giurisdizione sul luogo in cui l'interessato ha la residenza o il domicilio. Se la competenza non può essere determinata secondo il criterio sopra indicato, essa appartiene al tribunale o al magistrato di sorveglianza del luogo in cui fu pronunciata la sentenza di condanna, di proscioglimento o di non luogo a procedere, e, nel caso di più sentenze di condanna o di proscioglimento, al tribunale o al magistrato di sorveglianza del luogo in cui fu pronunciata la sentenza divenuta irrevocabile per ultima."
c.p.p.,Art. 677,2-bis.,"2-bis. Il condannato, non detenuto, ha l'obbligo, a pena di inammissibilità, di fare la dichiarazione o l'elezione di domicilio con la domanda con la quale chiede una misura alternativa alla detenzione o altro provvedimento attribuito dalla legge alla magistratura di sorveglianza. Il condannato, non detenuto, ha altresì l'obbligo di comunicare ogni mutamento del domicilio dichiarato o eletto. Si applicano, in quanto compatibili, le disposizioni previste dall'articolo 161."
c.p.p.,Art. 678,1.,"1. Il magistrato di sorveglianza, nelle materie attinenti alle misure di sicurezza e alla dichiarazione di abitualità o professionalità nel reato o di tendenza a delinquere, e il tribunale di sorveglianza, nelle materie di sua competenza, se non diversamente previsto, procedono, a richiesta del pubblico ministero, dell'interessato, del difensore o di ufficio, a norma dell'articolo 666. Quando vi è motivo di dubitare dell'identità fisica di una persona, procedono comunque a norma dell'articolo 667, comma 4."
c.p.p.,Art. 678,1-bis.,"1-bis. Il magistrato di sorveglianza, nelle materie attinenti alla rateizzazione e alla conversione delle pene pecuniarie, alla remissione del debito e alla esecuzione delle pene sostitutive della semilibertà e della detenzione domiciliare e delle pene conseguenti alla conversione della pena pecuniaria, e il tribunale di sorveglianza, nelle materie relative alle richieste di riabilitazione, alla valutazione sull'esito dell'affidamento in prova, anche in casi particolari, alla dichiarazione di estinzione del reato conseguente alla liberazione condizionale e al differimento dell'esecuzione della pena nei casi previsti dal primo comma, numeri 1) e 2), dell'articolo 146 del codice penale, procedono a norma dell'articolo 667, comma 4."
c.p.p.,Art. 678,1-ter.,"1-ter. Quando la pena da espiare non è superiore a un anno e sei mesi, per la decisione sulle istanze di cui all'articolo 656, comma 5, il presidente del tribunale di sorveglianza, acquisiti i documenti e le necessarie informazioni, designa il magistrato relatore e fissa un termine entro il quale questi, con ordinanza adottata senza formalità, può applicare ((...)) una delle misure menzionate nell'articolo 656, comma 5. L'ordinanza di applicazione ((...)) della misura è comunicata al pubblico ministero e notificata all'interessato e al difensore, i quali possono proporre opposizione al tribunale di sorveglianza entro il termine di dieci giorni. ((Il tribunale di sorveglianza, quando è proposta opposizione, procede, a norma del comma 1, alla conferma o alla revoca dell'ordinanza.)) ((Allo stesso modo il tribunale di sorveglianza procede quando l'ordinanza non è stata emessa.)) Durante il termine per l'opposizione e fino alla decisione sulla stessa, l'esecuzione dell'ordinanza è sospesa."
c.p.p.,Art. 678,2.,"2. Quando si procede nei confronti di persona sottoposta a osservazione scientifica della personalità, il giudice acquisisce la relativa documentazione e si avvale, se occorre, della consulenza dei tecnici del trattamento."
c.p.p.,Art. 678,3.,"3. Le funzioni di pubblico ministero sono esercitate, davanti al tribunale di sorveglianza, dal procuratore generale presso la corte di appello e, davanti al magistrato di sorveglianza, dal procuratore della Repubblica presso il tribunale della sede dell'ufficio di sorveglianza.
3.1. Quando ne fa richiesta l'interessato l'udienza si svolge in forma pubblica. Si osservano, in quanto compatibili, le disposizioni degli articoli 471 e 472.
3.2. L'avviso di fissazione dell'udienza, notificato all'interessato, contiene, a pena di nullità, l'avvertimento della facoltà di parteciparvi personalmente. Se l'interessato detenuto o internato ne fa richiesta, il giudice dispone la traduzione. Si applicano in ogni caso le forme e le modalità di partecipazione a distanza nei procedimenti in camera di consiglio previste dalla legge. La partecipazione all'udienza avviene a distanza anche quando l'interessato, detenuto o internato, ne fa richiesta ovvero quando lo stesso è detenuto o internato in un luogo posto fuori dalla circoscrizione del giudice. Ove lo ritenga opportuno, il giudice dispone la traduzione dell'interessato."
c.p.p.,Art. 678,3-bis.,"3-bis. Il tribunale di sorveglianza e il magistrato di sorveglianza, nelle materie di rispettiva competenza, quando provvedono su richieste di provvedimenti incidenti sulla libertà personale di condannati da Tribunali o Corti penali internazionali, danno immediata comunicazione della data dell'udienza e della pertinente documentazione al Ministro della giustizia, che tempestivamente ne informa il Ministro degli affari esteri e, qualora previsto da accordi internazionali, l'organismo che ha pronunciato la condanna."
c.p.p.,Art. 679,1.,"1. Quando una misura di sicurezza diversa dalla confisca è stata, fuori dei casi previsti nell'articolo 312, ordinata con sentenza, o deve essere ordinata successivamente, il magistrato di sorveglianza, su richiesta del pubblico ministero o di ufficio, accerta se l'interessato è persona socialmente pericolosa e adotta i provvedimenti conseguenti, premessa, ove occorra, la dichiarazione di abitualità o professionalità nel reato. Provvede altresì, su richiesta del pubblico ministero, dell'interessato, del suo difensore o di ufficio, su ogni questione relativa nonché sulla revoca della dichiarazione di tendenza a delinquere. ((211))"
c.p.p.,Art. 679,2.,2. Il magistrato di sorveglianza sovraintende alla esecuzione delle misure di sicurezza personali.
c.p.p.,Art. 680,1.,"1. Contro i provvedimenti del magistrato di sorveglianza concernenti le misure di sicurezza e la dichiarazione di abitualità o professionalità nel reato o di tendenza a delinquere, possono proporre appello al tribunale di sorveglianza il pubblico ministero, l'interessato e il difensore."
c.p.p.,Art. 680,2.,"2. Fuori dei casi previsti dall'articolo 579 commi 1 e 3, il tribunale di sorveglianza giudica anche sulle impugnazioni contro sentenze di condanna, (( o di proscioglimento )) concernenti le disposizioni che riguardano le misure di sicurezza."
c.p.p.,Art. 680,3.,"3. Si osservano le disposizioni generali sulle impugnazioni, ma l'appello non ha effetto sospensivo, salvo che il tribunale disponga altrimenti."
c.p.p.,Art. 681,1.,"1. La domanda di grazia, diretta al Presidente della Repubblica, è sottoscritta dal condannato o da un suo prossimo congiunto o dal convivente o dal tutore o dal curatore ovvero da un avvocato o procuratore legale ed è presentata al ministro di grazia e giustizia."
c.p.p.,Art. 681,2.,"2. Se il condannato è detenuto o internato, la domanda può essere presentata al magistrato di sorveglianza, il quale, acquisiti tutti gli elementi di giudizio utili e le osservazioni del procuratore generale presso la corte di appello del distretto ove ha sede il giudice indicato nell'articolo 665, la trasmette al ministro con il proprio parere motivato. Se il condannato non è detenuto o internato, la domanda può essere presentata al predetto procuratore generale, il quale, acquisite le opportune informazioni, la trasmette al ministro con le proprie osservazioni."
c.p.p.,Art. 681,3.,"3. La proposta di grazia è sottoscritta dal presidente del consiglio di disciplina ed è presentata al magistrato di sorveglianza, che procede a norma del comma 2."
c.p.p.,Art. 681,4.,"4. La grazia può essere concessa anche in assenza di domanda o proposta. Emesso il decreto di grazia, il pubblico ministero presso il giudice indicato nell'articolo 665 ne cura la esecuzione ordinando, quando è il caso, la liberazione del condannato e adottando i provvedimenti conseguenti."
c.p.p.,Art. 681,5.,"5. In caso di grazia sottoposta a condizioni, si provvede a norma dell'articolo 672 comma 5."
c.p.p.,Art. 682,1.,1. Il tribunale di sorveglianza decide sulla concessione e sulla revoca della liberazione condizionale.
c.p.p.,Art. 682,2.,"2. Se la liberazione non è concessa per difetto del requisito del ravvedimento, la richiesta non può essere riproposta prima che siano decorsi sei mesi dal giorno in cui è divenuto irrevocabile il provvedimento di rigetto."
c.p.p.,Art. 683,1.,"1. Il tribunale di sorveglianza, su richiesta dell'interessato, decide sulla riabilitazione, anche se relativa a condanne pronunciate da giudici speciali, quando la legge non dispone altrimenti ((, e sull'estinzione della pena accessoria nel caso di cui all'articolo 179, settimo comma, del codice penale)). Decide altresì sulla revoca ((della riabilitazione)), qualora essa non sia stata disposta con la sentenza di condanna per altro reato."
c.p.p.,Art. 683,2.,2. Nella richiesta sono indicati gli elementi dai quali può desumersi la sussistenza delle condizioni previste dall'articolo 179 del codice penale. Il tribunale acquisisce la documentazione necessaria.
c.p.p.,Art. 683,3.,"3. Se la richiesta è respinta per difetto del requisito della buona condotta, essa non può essere riproposta prima che siano decorsi due anni dal giorno in cui è divenuto irrevocabile il provvedimento di rigetto."
c.p.p.,Art. 684,1.,"1. Il tribunale di sorveglianza provvede in ordine al differimento dell'esecuzione delle pene detentive e delle sanzioni sostitutive della semidetenzione e della libertà controllata nei casi previsti dagli articoli 146 e 147 del codice penale, salvo quello previsto dall'articolo 147 comma 1 numero 1 del codice penale, nel quale provvede il ministro di grazia e giustizia. Il tribunale ordina, quando occorre, la liberazione del detenuto e adotta gli altri provvedimenti conseguenti. ((7))"
c.p.p.,Art. 684,2.,"2. Quando vi è fondato motivo per ritenere che sussistono i presupposti perché il tribunale disponga il rinvio, il magistrato di sorveglianza può ordinare il differimento dell'esecuzione o, se la protrazione della detenzione può cagionare grave pregiudizio al condannato, la liberazione del detenuto. Il provvedimento conserva effetto fino alla decisione del tribunale, al quale il magistrato di sorveglianza trasmette immediatamente gli atti."
c.p.p.,Art. 694,1.,"1. Il direttore o vice direttore responsabile di un giornale o periodico deve pubblicare, senza diritto ad anticipazione o a rifusione di spese, non più tardi dei tre giorni successivi a quello in cui ne ha ricevuto ordine dall'autorità competente per l'esecuzione, la sentenza di condanna irrevocabile pronunciata contro di lui o contro altri per pubblicazione avvenuta nel suo giornale."
c.p.p.,Art. 694,2.,"2. Fuori di questo caso, quando l'inserzione di una sentenza penale in un giornale è ordinata dal giudice, il direttore o vice direttore responsabile del giornale o periodico designato deve eseguirla, a richiesta del pubblico ministero o della persona obbligata o autorizzata a provvedervi, ((...))."
c.p.p.,Art. 694,3.,"3. La pubblicazione ordinata dal giudice per estratto o per intero può essere eseguita anche in foglio di supplemento dello stesso formato, corpo e carattere della parte principale del giornale o periodico, da unirsi a ciascuna copia di questo e in un unico contesto esattamente riprodotto."
c.p.p.,Art. 694,4.,"4. Se il direttore o il vice direttore responsabile contravviene alle disposizioni precedenti, è condannato in solido con l'editore e con il proprietario della tipografia al pagamento a favore della cassa delle ammende di una somma fino a lire tre milioni."
c.p.p.,Art. 694,1.,"1. Il direttore o vice direttore responsabile di un giornale o periodico deve pubblicare, senza diritto ad anticipazione o a rifusione di spese, non più tardi dei tre giorni successivi a quello in cui ne ha ricevuto ordine dall'autorità competente per l'esecuzione, la sentenza di condanna irrevocabile pronunciata contro di lui o contro altri per pubblicazione avvenuta nel suo giornale."
c.p.p.,Art. 694,2.,"2. Fuori di questo caso, quando l'inserzione di una sentenza penale in un giornale è ordinata dal giudice, il direttore o vice direttore responsabile del giornale o periodico designato deve eseguirla, a richiesta del pubblico ministero o della persona obbligata o autorizzata a provvedervi, ((...))."
c.p.p.,Art. 694,3.,"3. La pubblicazione ordinata dal giudice per estratto o per intero può essere eseguita anche in foglio di supplemento dello stesso formato, corpo e carattere della parte principale del giornale o periodico, da unirsi a ciascuna copia di questo e in un unico contesto esattamente riprodotto."
c.p.p.,Art. 694,4.,"4. Se il direttore o il vice direttore responsabile contravviene alle disposizioni precedenti, è condannato in solido con l'editore e con il proprietario della tipografia al pagamento a favore della cassa delle ammende di una somma fino a lire tre milioni."
c.p.p.,Art. 696-bis,1.,1. Il principio del mutuo riconoscimento è disciplinato dalle norme del presente titolo e dalle altre disposizioni di legge attuative del diritto dell'Unione europea.
c.p.p.,Art. 696-bis,2.,2. Le decisioni e i provvedimenti giudiziari emessi dalle competenti autorità degli altri Stati membri possono essere riconosciuti ed eseguiti nel territorio dello Stato; l'autorità giudiziaria può richiedere alle competenti autorità degli altri Stati membri l'esecuzione dei propri provvedimenti e decisioni.
c.p.p.,Art. 696-ter,1.,"1. L'autorità giudiziaria provvede al riconoscimento e all'esecuzione se non sussistono fondate ragioni per ritenere che l'imputato o il condannato verrà sottoposto ad atti che configurano una grave violazione dei principi fondamentali dell'ordinamento giuridico dello Stato, dei diritti fondamentali della persona riconosciuti dall'articolo 6 del Trattato sull'Unione europea o dei diritti, delle libertà e dei principi sanciti nella Carta dei diritti fondamentali dell'Unione europea."
c.p.p.,Art. 696-quater,1.,1. L'autorità giudiziaria competente riceve direttamente le decisioni e i provvedimenti da riconoscere ed eseguire nel territorio dello Stato.
c.p.p.,Art. 696-quater,2.,"2. L'autorità giudiziaria trasmette direttamente alle competenti autorità giudiziarie degli altri Stati membri le decisioni e i provvedimenti da riconoscere ed eseguire, dandone comunicazione al Ministro della giustizia nei casi e nei modi previsti dalla legge, anche ai fini dell'esercizio dei poteri di cui all'articolo 696-sexies."
c.p.p.,Art. 696-quater,3.,"3. La documentazione e gli accertamenti integrativi, nonché le ulteriori informazioni necessarie all'esecuzione delle decisioni e dei provvedimenti dei quali sia chiesto il riconoscimento, sono oggetto di trasmissione diretta tra le autorità giudiziarie degli Stati membri."
c.p.p.,Art. 696-quinquies,1.,"1. L'autorità giudiziaria riconosce ed esegue le decisioni e i provvedimenti giudiziari degli altri Stati membri senza sindacarne le ragioni di merito, salvo che sia altrimenti previsto. È in ogni caso assicurato il rispetto dei principi fondamentali dell'ordinamento giuridico dello Stato."
c.p.p.,Art. 696-sexies,1.,"1. Il Ministro della giustizia, nei casi e nei modi previsti dalla legge, garantisce l'osservanza delle condizioni eventualmente poste in casi particolari dall'autorità giudiziaria dello Stato membro per dare esecuzione alle decisioni giudiziarie di cui è stato chiesto il riconoscimento, sempre che tali condizioni non contrastino con i principi fondamentali dell'ordinamento giuridico dello Stato."
c.p.p.,Art. 696-sexies,2.,2. Il Ministro della giustizia verifica l'osservanza delle condizioni poste dall'autorità giudiziaria italiana per l'esecuzione delle decisioni e dei provvedimenti nel territorio di altro Stato membro.
c.p.p.,Art. 696-septies,1.,"1. In materia di mutuo riconoscimento delle decisioni giudiziarie riguardanti la responsabilità da reato degli enti, nei rapporti con gli Stati membri dell'Unione europea, si osservano le norme di questo titolo nonché quelle contenute in altre disposizioni di legge attuative del diritto dell'Unione europea."
c.p.p.,Art. 696-octies,1.,1. L'autorità giudiziaria riconosce ed esegue le decisioni e i provvedimenti giudiziari di altri Stati membri senza ritardo e con modalità idonee ad assicurarne la tempestività e l'efficacia.
c.p.p.,Art. 696-octies,2.,"2. All'esecuzione delle decisioni e dei provvedimenti giudiziari al cui riconoscimento l'interessato ha prestato il consenso si provvede senza formalità, nel rispetto dei diritti fondamentali della persona."
c.p.p.,Art. 696-novies,1.,1. Le decisioni sul riconoscimento e l'esecuzione di un provvedimento emesso dall'autorità giudiziaria di altro Stato membro sono impugnabili nei casi e con i mezzi previsti dalla legge.
c.p.p.,Art. 696-novies,2.,2. Avverso le sentenze e i provvedimenti sulla libertà personale è ammesso il ricorso per cassazione per violazione di legge.
c.p.p.,Art. 696-novies,3.,"3. Non è ammessa l'impugnazione per motivi di merito, salvo quanto previsto dall'articolo 696-quinquies."
c.p.p.,Art. 696-novies,4.,"4. L'impugnazione non ha effetto sospensivo, salvo che sia diversamente previsto."
c.p.p.,Art. 696-decies,1.,1. I terzi di buona fede interessati dall'esecuzione della decisione di riconoscimento sono tutelati nei casi e con i mezzi previsti dalla legge. Ai terzi è assicurata la partecipazione al procedimento di riconoscimento con le forme e le garanzie che la legge assicura nei procedimenti analoghi già regolati dall'ordinamento interno.
c.p.p.,Art. 697,1.,"1. ((Salvo che sia diversamente stabilito, la consegna)) a uno stato estero di una persona per l'esecuzione di una sentenza straniera di condanna a pena detentiva o di altro provvedimento restrittivo della libertà personale può aver luogo soltanto mediante estradizione."
c.p.p.,Art. 697,1-bis.,"1-bis. Il Ministro della giustizia non dà corso alla domanda di estradizione quando questa può compromettere la sovranità, la sicurezza o altri interessi essenziali dello Stato."
c.p.p.,Art. 697,1-ter.,"1-ter. Fermo quanto previsto dal comma 1-bis, quando un accordo internazionale prevede il potere di rifiutare l'estradizione di un cittadino senza regolarne l'esercizio, il Ministro della giustizia rifiuta l'estradizione tenendo conto della gravità del fatto, della rilevanza degli interessi lesi dal reato e delle condizioni personali dell'interessato."
c.p.p.,Art. 697,1-quater.,"1-quater. Il Ministro della giustizia concede l'estradizione della persona che ha prestato il consenso a norma dell'articolo 701, comma 2, sempre che non sussistano le ragioni ostative di cui all'articolo 705, comma 2."
