Domanda,Risposta 1,Risposta 2,Risposta 3
Chi ha l'obbligo del referto?,"Chiunque, avendo nell'esercizio di una professione sanitaria prestato la propria assistenza in casi che rivestano i caratteri di un delitto perseguibile d'ufficio, sempre che il referto non esponga la persona assistita a procedimento penale",I pubblici ufficiali che abbiano notizia di un reato perseguibile d'ufficio,Qualunque cittadino che abbia notizia di un delitto perseguibile d'ufficio
Può essere obbligato a deporre l'avvocato su quanto abbia conosciuto per ragione della propria professione?,No,Sì,"Sì, se è autorizzato dalla parte assistita"
Può essere assunta la testimonianza del Presidente della Corte costituzionale?,"Sì, ma il Presidente della Corte può chiedere di essere esaminato nella sede in cui esercita il proprio ufficio","Sì, previa autorizzazione della Corte costituzionale",No
"A norma del Codice di procedura penale, il perito può essere ricusato:","in tutti i casi di astensione del giudice, fatta eccezione per il caso delle gravi ragioni di convenienza",in tutti i casi previsti per l'astensione del pubblico ministero,se esistono gravi ragioni di convenienza
"Secondo quanto disposto dal libro IV del Codice di procedura penale, è una misura cautelare reale:",il sequestro preventivo,la custodia cautelare in luogo di cura,il divieto e obbligo di dimora
Nel diritto penale la procedibilità d'ufficio avvia obbligatoriamente:,l'azione penale,la notitia criminis,la querela della parte offesa
Il difensore di un imputato può rinunciare all’incarico conferitogli che aveva in un primo tempo accettato?,"Sì, e ne dà subito comunicazione all’autorità procedente e a chi lo ha nominato","Sì, ma solo per gravi motivi tassativamente elencati dalla legge","Sì, se nomina un sostituto, dando subito comunicazione all’autorità procedente e a chi lo ha nominato"
"Secondo la regola generale dettata dall’art. 8 del Codice di procedura penale, la competenza per territorio del giudice penale è determinata dal luogo:  ",in cui il reato è stato consumato,in cui si sono prodotti gli effetti del reato,in cui risiede la vittima del reato
La riunione dei procedimenti penali pendenti davanti al medesimo giudice può essere disposta:,quando sono nello stesso stato e grado,"in ogni caso, se vi è consenso di tutte le parti","quando sono nello stesso grado, ma quello precedente regredisce alla fase del successivo"
"Secondo il Codice di procedura penale, il sequestro conservativo dei beni è una misura:",cautelare reale,di sicurezza,sostitutiva della pena pecuniaria
Quale tra le seguenti NON è una funzione della Polizia Giudiziaria?,Applicare le misure di sicurezza,Prendere di propria iniziativa notizia dei reati,Impedire che i reati vengano portati a conseguenze ulteriori
La Polizia Giudiziaria può procedere al prelievo di saliva dal soggetto indagato quando non vi sia il suo consenso?,"Sì, ai fini dell’identificazio ne della persona","No, in nessun caso","Sì, ai fini della prova del reato"
In quale caso viene effettuata la perquisizione personale?,Quando vi è fondato motivo di ritenere che taluno occulti sulla propria persona il corpo del reato ovvero cose pertinenti al reato,Quando si procede all'arresto,In nessun caso
Il responsabile civile è il soggetto normalmente obbligato in solido con l'imputato al:,risarcimento del danno,pagamento delle spese di giudizio ed eventualmente di mantenimento in carcere,pagamento della sanzione pecuniaria
"Nel caso di delitto tentato, quale criterio viene utilizzato per determinare la competenza per territorio?",Quello del luogo in cui è stato compiuto l'ultimo atto diretto a commettere il delitto,Quello del luogo in cui il reato è stato consumato,Quello del luogo in cui è avvenuta l'azione o l'omissione
Qualora il giudice riconosca che l'imputato non ha commesso il fatto:,"lo dichiara d’ufficio con sentenza, in ogni stato e grado del processo","lo dichiara d’ufficio con ordinanza, in ogni stato e grado del processo","lo dichiara d’ufficio con ordinanza, su istanza del pubblico ministero"
"In ogni stato e grado del processo, se il giudice riconosce che il fatto non è previsto dalla legge come reato:",lo dichiara d’ufficio con sentenza,"lo dichiara d’ufficio con ordinanza, su istanza del pubblico ministero",lo dichiara d’ufficio con ordinanza
Può essere disposta la misura della custodia cautelare in carcere a una donna che sia madre di un bambino di età inferiore ai tre anni con lei convivente?,"No, salvo che sussistano esigenze cautelari di eccezionale rilevanza",Sì,"No, mai"
Può essere disposta la custodia cautelare nei confronti dell'imputato che abbia superato l'età di settanta anni?,"No, salvo che sussistano esigenze cautelari di eccezionale rilevanza",Sì,"No, mai"
Quale mezzo di prova è previsto dal codice di procedura penale per permettere a una persona di riconoscere un suono da essa già sentito?  ,La ricognizione,Il confronto,Identificazione
La richiesta di incidente probatorio può essere presentata dal responsabile civile?,"No, mai","Sì, ma la richiesta deve essere presentata al Pubblico Ministero che, a sua volta, deve presentare richiesta al Giudice delle indagini preliminari","Sì, sempre, nel corso delle indagini preliminari"
"Ai sensi dell’art. 369 c.p.p., l'informazione di garanzia deve contenere:","l'indicazione delle norme di legge che si assumono violate, la data e il luogo del fatto e l'invito a nominare un difensore",necessariamente l'invito a presentarsi dinanzi al Pubblico Ministero,"tra, l'altro, la determinazione del Pubblico Ministero circa l'esercizio dell'azione penale"
"Con il provvedimento che dispone l’obbligo di dimora, il Giudice prescrive all’imputato:",di non allontanarsi dal territorio del comune di dimora abituale ovvero l'obbligo di dimorare in un comune indicato dal Giudice,di dimorare nel territorio di un qualsiasi comune della regione di appartenenza,di non soggiornare nel territorio del comune di dimora abituale
La durata massima prevista per l’obbligo di dimora è:,variabile a seconda della fase processuale in cui ci si trovi. In ogni caso la misura perde efficacia quando dall'inizio dell'esecuzione è decorso un periodo pari al doppio dei termini di custodia cautelare,sei mesi,due anni
"Nel procedimento in camera di consiglio, il pubblico ministero, gli altri destinatari dell'avviso, nonché i difensori:",sono sentiti se compaiono,non possono essere sentiti,possono presentare memorie fino a tre giorni prima dell'udienza
"Nel caso di notificazioni per pubblici annunzi alle persone offese, in base al codice di procedura penale:","sono designati, quando occorre, i destinatari nei cui confronti la notificazione deve essere eseguita nelle forme ordinarie e sono indicati i modi che appaiono opportuni per portare l'atto a conoscenza degli altri interessati",possono essere indicati i modi che appaiono opportuni per portare l'atto a conoscenza degli altri interessati,sono solo indicati i modi che appaiono opportuni per portare l'atto a conoscenza degli altri interessati
Ai sensi del codice di procedura penale copia dell'atto da notificare per pubblici annunzi alle persone offese è depositata:,nella casa comunale del luogo in cui si trova l'autorità procedente e un estratto è inserito nella Gazzetta ufficiale della Repubblica,nella casa comunale del luogo in cui risiede l'imputato,nella cancelleria del giudice
"L'osservanza delle disposizioni concernenti l'intervento, l'assistenza e la rappresentanza dell'imputato e delle altre parti private:",è sempre prescritta a pena di nullità,è sempre prescritta a pena di inutilizzabilità,non determina alcuna invalidità
"In base al codice di procedura penale, se a fronte di una citazione a giudizio nulla la parte civile compare:",la nullità può essere eccepita quando dichiari che la comparizione è determinata dal solo intento di far rilevare l'irregolarità,la nullità non può mai essere eccepita,la nullità è sanata solo su apposita istanza
Se il giudice nell'ordinanza con cui dispone l'applicazione di una misura cautelare non fa cenno ai motivi per cui sono stati ritenuti non rilevanti gli elementi forniti dalla difesa redige un atto:,nullo,semplicemente irregolare,annullabile  
L'ufficiale di polizia giudiziaria che esegue l'ordinanza che ha disposto la custodia cautelare oltre a consegnare all'imputato copia del provvedimento:,lo avverte della facoltà di nominare un difensore di fiducia,lo avverte che avrà la facoltà di nominare un difensore di fiducia solo dopo essere stato interrogato dal giudice per le indagini preliminari,lo avverte che avrà la facoltà di nominare un difensore di fiducia solo dopo essere stato interrogato dal pubblico ministero
Chi può svolgere le indagini necessarie per le determinazioni inerenti all'esercizio dell'azione penale?,Il Pubblico Ministero e la polizia giudiziaria nell'ambito delle rispettive attribuzioni,Solo la polizia giudiziaria,Solo il Pubblico Ministero
Il pubblico ministero durante le indagini preliminari può procedere all'assunzione di informazioni da parte di testimoni della difesa?,"Sì, ma non può chiedere informazioni sulle domande formulate e sulle risposte date","Sì, senza limitazioni","No, trattandosi di testimoni della difesa non possono essere sentiti dal pubblico ministero"
Il reato di incesto è di competenza:,del tribunale collegiale,del tribunale monocratico,"del tribunale monocratico, salvo le forme aggravate"
Il reato di incendio è di competenza:,del tribunale monocratico,della corte d'assise,del tribunale collegiale
La diffamazione a mezzo stampa è di competenza:,del tribunale monocratico,del tribunale collegiale,del giudice di pace
Il reato di vilipendio delle tombe è di competenza:,del tribunale monocratico,della corte d'assise,del tribunale collegiale
La denuncia di un reato è trasmessa o presentata:,al Pubblico Ministero o ad un ufficiale di polizia giudiziaria,solo alla polizia giudiziaria,al giudice competente
Chi può presentare una denuncia di reato?,I pubblici ufficiali e gli incaricati di un pubblico servizio nonché ogni privato quando hanno notizia di un reato perseguibile di ufficio,Solo i pubblici ufficiali e gli incaricati di un pubblico servizio quando hanno notizia di un reato perseguibile di ufficio,Solo i pubblici ufficiali quando hanno notizia di un reato perseguibile di ufficio
La dichiarazione di querela è presentata al pubblico ministero o a un ufficiale di polizia giudiziaria:,"oralmente o per iscritto, personalmente o a mezzo di procuratore speciale","oralmente o per iscritto, solo personalmente",solo per iscritto
"Salvo alcuni casi previsti dalla legge, qualora ne facciano richiesta, a quali soggetti il pubblico ministero può comunicare le iscrizioni nel registro delle notizie di reato?","All'indagato, alla persona offesa e ai rispettivi difensori",Solo all'indagato,Solo all'indagato ed al suo difensore
L'istanza di procedimento è proposta dalla persona offesa dal reato:,con le forme della querela  ,senza forme particolari,con la forma della denuncia
"Dopo l'intervento del pubblico ministero, la polizia giudiziaria:","compie gli atti a essa specificamente delegati, esegue le direttive del pubblico ministero, continua a svolgere le attività di propria iniziativa, informandone prontamente il pubblico ministero",esegue solo le direttive del pubblico ministero,svolge solo di propria iniziativa tutte le attività di indagine necessarie
Le dichiarazioni spontanee rese dalla persona nei cui confronti vengono svolte le indagini alla polizia giudiziaria non possono essere utilizzate:,"in dibattimento, salvo quanto previsto dall'art. 503 comma 3 c.p.p",per le determinazioni inerenti l'esercizio dell'azione penale,in sede di udienza preliminare
A seguito di perquisizione di propria iniziativa la polizia giudiziaria trasmette il verbale:,senza ritardo e comunque entro le quarantotto ore al pubblico ministero,entro ventiquattro ore al pubblico ministero,senza ritardo al giudice per le indagini preliminari
Chi può presentare richiesta di riesame contro il decreto di convalida del sequestro effettuato dalla polizia giudiziaria?,"L'indagato e il suo difensore, la persona alla quale le cose sono state sequestrate e quella che avrebbe diritto alla loro restituzione","Solo l'indagato, il suo difensore o la persona che avrebbe diritto alla restituzione delle cose sequestrate",Solo l'indagato o il suo difensore
In base al codice di procedura penale il difensore:,"può avvalersi di sostituti, investigatori privati autorizzati e, quando sono necessarie specifiche competenze, di consulenti tecnici","può avvalersi di sostituti, investigatori privati autorizzati e, quando sono necessarie specifiche competenze, di consulenti tecnici previa autorizzazione del giudice procedente",può avvalersi di sostituti o consulenti tecnici solo previo parere favorevole del pubblico ministero
Il reato di ingiuria è di competenza:,"del giudice di pace, salvo che ricorrano talune forme aggravate","del tribunale monocratico, salve le forme aggravate",del tribunale monocratico
Il decreto penale di condanna è irrevocabile:,quando è inutilmente decorso il termine per proporre opposizione o quello per impugnare l'ordinanza che la dichiara inammissibile,quando l'appello è dichiarato inammissibile,quando è decorso il termine per proporre appello
Chi si sottrae volontariamente agli arresti domiciliari è dichiarato:,latitante,renitente,contumace
Al latitante per ogni effetto di legge è equiparato:,l'evaso,l'irreperibile,l'assente
Non è misura cautelare personale:,il sequestro conservativo,il divieto di espatrio,l'obbligo di presentazione alla polizia giudiziaria
"Ai sensi dell'art. 147 del c.p.p., quale affermazione relativa alla sostituzione dell'interprete è corretta?",L'interprete può essere sostituito se non presenta la traduzione entro il termine stabilito dal giudice,L'interprete può essere sostituito qualora ne faccia richiesta il difensore dell'imputato,"Una volta nominato dall'autorità procedente, l'interprete non può più essere sostituito"
Nel corso dell'interrogatori o l'imputato:  ,può avvalersi della facoltà di non rispondere,deve rispondere secondo verità,ha l'obbligo di rispondere
"A chi deve inviare, sussistendone i presupposti, l'informazione di garanzia il pubblico ministero?",All'indagato e alla persona offesa dal reato,Solo all'indagato,Solo alla persona offesa dal reato
"A norma del Codice di Procedura penale, è ammessa la perizia per acquisire valutazioni che richiedono specifiche conoscenze artistiche?","Sì, sempre","No, le conoscenze possono unicamente essere tecniche o scientifiche","No, la perizia è ammessa unicamente per svolgere indagini"
"In caso di morte dell’imputato, in ogni stato e grado del processo, il giudice, sentiti il Pubblico Ministero e il difensore:",dichiara con sentenza la non punibilità dell’imputato,ha facoltà di sospendere il procedimento,pronuncia sentenza di non luogo a procedere nei confronti dell’imputato e questa è irrevocabile
Chi risolve il conflitto di giurisdizione?,La Corte di Cassazione,La Corte d'Appello,Il Presidente della Corte d'Appello
L'osservanza delle prescrizioni imposte all'imputato agli arresti domiciliari è controllata:,dal pubblico ministero o dalla polizia giudiziaria,solo dal pubblico ministero,solo dagli ufficiali di polizia giudiziaria
L'esame dell'imputato può svolgersi:,in dibattimento e in sede di incidente probatorio,nella fase delle indagini preliminari,in ogni fase del processo
"Il provvedimento con il quale il giudice prescrive all'imputato di non allontanarsi, senza l'autorizzazione del giudice che procede, dal territorio del comune di dimora abituale costituisce:",una misura cautelare coercitiva,una pena detentiva,una misura cautelare interdittiva
All'interrogatorio di persona sottoposta a misura cautelare:,deve intervenire obbligatoriament e solo il difensore,deve intervenire obbligatoriament e solo il pubblico ministero,devono intervenire obbligatoriament e sia il pubblico ministero che il difensore
Chi può presentare appello contro le ordinanze in materia di misure cautelari personali?,"II pubblico ministero, l'imputato e il suo difensore",Solo l'imputato o il suo difensore,Solo il difensore dell'imputato
NON è un mezzo di ricerca della prova:,esperimento giudiziale,ispezione,perquisizione
Nel giudizio abbreviato la pena comminata dal giudice in caso di condanna:,è diminuita di un terzo,è diminuita di un quarto,è diminuita fino a un terzo  
"Salvo quanto previsto dalla legge, il giudice può disporre le misure cautelari coercitive solo quando:",si procede per delitti punibili con l'ergastolo o con la reclusione superiore nel massimo a tre anni,si procede per delitti punibili solo con l'ergastolo,si procede per reati puniti con pena superiore a cinque anni
Il giudice del medesimo procedimento o processo può deporre come testimone?,"No, mai","Sì, se è citato dal pubblico ministero","Sì, solo a favore dell'imputato"
Il testimone deve rispondere secondo verità?,Sì e non ha l'obbligo di deporre su fatti dai quali potrebbe emergere una sua responsabilità penale,"Sì, solo alle domande del Pubblico Ministero","No, deve rispondere secondo coscienza"
È consentita l'acquisizione di video filmati come prova documentale?,Sì,No,"Sì, purché non siano copie"
"Ai sensi del Codice di procedura penale, NON è un mezzo di ricerca della prova:",l'esperimento giudiziale,il sequestro,l'intercettazione di conversazione telefonica
"Ai sensi del Codice di procedura penale, NON è un mezzo di prova:",l'interrogatorio dell'imputato,l'esame del responsabile civile,l'acquisizione di documenti fotografici
È consentita l'acquisizione di fotografie come prova documentale anche se non costituiscono corpo del reato?,Sì,No,"Sì, purché non siano copie"
È consentita l'acquisizione di documenti provenienti dall'imputato anche se non costituiscono corpo del reato?,"Sì, anche se sono stati sequestrati presso altri o da altri prodotti","No, mai","Sì, salvo che non siano stati sequestrati da altri o da altri prodotti"
Se l'imputato dichiara ovvero elegge il proprio domicilio ai fini delle notificazioni può essere dichiarato irreperibile?,"No, mai","Sì, se non viene rintracciato nel domicilio dichiarato o eletto","No, purché sia possibile recapitare le notifiche al difensore"
Per assumere una testimonianza è possibile usare delle tecniche che potrebbero influire sulla libertà di autodeterminazione del testimone?,"No, mai","No, salvo che non vi sia espressa autorizzazione del giudice","Sì, nei casi espressamente ammessi dalla legge"
"In base al codice di procedura penale, è un mezzo di prova:",l'esame dell'imputato,il sequestro,la perquisizione
Ai sensi del terzo libro del c.p.p. quale fra questi NON è un mezzo di ricerca della prova?,L'assunzione di informazioni,Le perquisizioni,Le ispezioni  
Secondo il codice di procedura penale è un mezzo di ricerca della prova:,l'ispezione,l'esperimento giudiziale,la perizia
Le registrazioni delle intercettazioni telefoniche e i relativi verbali sono conservati integralmente presso:,il pubblico ministero che ha disposto l’intercettazione,la segreteria del tribunale,il giudice che ha autorizzato l’intercettazione
Le misure cautelari sono disposte quando:,"sussistono situazioni di concreto ed attuale pericolo per l'acquisizione delle prove, o concreto e attuale pericolo di fuga o concreto e attuale pericolo di commissione di gravi delitti dell'indagato o imputato",sussiste solo concreto e attuale pericolo che l’indagato si dia alla fuga,sussistano situazioni di concreto pericolo per l'acquisizione e la genuinità della prova fondate su circostanze di fatto che possono essere indicate nel provvedimento
In quale dei seguenti casi il magistrato del Pubblico Ministero ha la facoltà di astenersi?,Quando esistono gravi ragioni di convenienza,Solo quando è legato da un rapporto di parentela con una delle parti del procedimento o quando ha un interesse nel procedimento,Solo quando ha un interesse nel procedimento
"Ai sensi dell’art. 334−bis c.p.p., il difensore dell’indagato ha l’obbligo di denunciare i reati al Pubblico Ministero?","No, neppure relativamente ai reati dei quali abbia avuto notizia nel corso delle attività investigative da lui svolte","Sì, in quanto è considerato soggetto esercente un servizio di pubblica necessità e, come tale, obbligato alla denuncia","Sì, ma solo relativamente ai reati dei quali abbia avuto notizia nel corso della sua attività professionale"
I magistrati della Procura Generale presso la Corte d'Appello o presso la Corte di Cassazione esercitano le funzioni di Pubblico Ministero:,nei giudizi di impugnazione,nei procedimenti di primo grado,nelle indagini preliminari
"Ai sensi dell’art. 391−octies c.p.p., il Pubblico Ministero può prendere visione del fascicolo del difensore?","Sì, prima che venga adottata una delle decisioni su richiesta delle parti","No, mai",Solo se ne fa richiesta lo stesso difensore
"Quando decide di procedere a giudizio direttissimo, il Pubblico Ministero:",fa condurre direttamente all'udienza l'imputato arrestato in flagranza o in stato di custodia cautelare,chiede al Giudice del dibattimento l'autorizzazione a condurre direttamente all'udienza l'imputato,chiede al Giudice per le indagini preliminari l'autorizzazione a condurre direttamente all'udienza l'imputato
"Qualora uno dei suoi prossimi congiunti sia stato offeso o danneggiato dal reato, il giudice:",può essere ricusato dalle parti,non può mai essere ricusato dalle parti,"non può essere ricusato dalle parti, ma ha l’obbligo di astenersi"
Nel corso del giudizio direttissimo:,"il Pubblico Ministero, l'imputato e la parte civile possono presentare nel dibattimento testimoni senza citazione",solo al Pubblico Ministero è data facoltà di presentare nel dibattimento testimoni senza citazione,la parte civile deve presentare i testimoni nel dibattimento con citazione
"Il difensore del fermato ha facoltà di intervenire all'udienza di convalida del fermo, svolta in camera di consiglio?",Il difensore del fermato deve necessariamente intervenire,"No, nell'udienza di convalida del fermo non è previsto l'intervento delle parti","Sì, il difensore del fermato ha la facoltà di intervenire  "
"Qualora sia richiesta la presenza del difensore che non è comparso o ha abbandonato la difesa, il giudice:",designa come sostituto un altro difensore immediatamente reperibile il quale esercita i diritti e assume i doveri del difensore,rinvia il dibattimento a nuova data,nomina un difensore d'ufficio nel caso in cui l'imputato sia contumace
"Nell'ambito del processo penale, a chi spetta indicare i mezzi di prova?",Alle parti,"Alle parti, nella fase di incidente probatorio, al Giudice nel dibattimento",Esclusivamente al Giudice
"Se la residenza dell'imputato risultante dagli atti è fuori dal comune nel quale ha sede l'Autorità Giudiziaria procedente, il prolungamento del termine per comparire:","è di un giorno ogni cinquecento chilometri di distanza, quando è possibile l'uso dei mezzi pubblici di trasporto e di un giorno ogni cento chilometri negli altri casi","è di due giorni ogni cinquecento chilometri di distanza, quando è possibile l'uso dei mezzi pubblici di trasporto e di un giorno ogni centocinquanta chilometri negli altri casi","è di un giorno ogni trecento chilometri di distanza, quando è possibile l'uso dei mezzi pubblici di trasporto e di un giorno ogni cento chilometri negli altri casi"
Esistono casi in cui una misura cautelare non possa essere applicata?,"Sì, nessuna misura cautelare può essere applicata qualora, per esempio, risulti che il fatto sia stato compiuto in presenza di una causa di giustificazione o di non punibilità","No, non vi sono casi specificamente previsti dal Codice di Procedura Penale","Sì, solo nel caso il fatto sia stato compiuto in presenza di una causa di giustificazione"
"Qualora, prima del conferimento dell'incarico, l'indagato formuli riserva di promuovere incidente probatorio, il Pubblico Ministero:",dispone che non si proceda agli accertamenti ma la riserva perde efficacia dopo dieci giorni se non è proposta richiesta di incidente probatorio,dispone gli accertamenti utilizzabili nel dibattimento,dispone sempre che si proceda agli accertamenti
La persona sottoposta ad accertamento invasivo della propria sfera personale può essere assistita da un familiare durante l’espletamento dell’atto?,"Sì, sempre","No, mai","No, può essere assistito solo dal difensore"
Secondo l’art. 224−bis c.p.p. le tecniche prescelte per eseguire le operazioni peritali invasive devono essere:,"le meno invasive, a parità di risultato","le più efficaci, a parità di costo","le meno invasive, indipendenteme nte dalla qualità del risultato"
È consentito l’uso della coercizione fisica per l’esecuzione del prelievo del capello?,"Sì, per il solo tempo strettamente necessario","Sì, ma solo nel caso in cui si proceda per reato per il quale è stabilita la pena dell’ergastolo","No, in nessun caso"
Il Giudice può disporre la distruzione del campione prelevato all’esito della perizia su campioni biologici?,"Sì, sempre, salvo che ritenga la conservazione assolutamente indispensabile","Sì, se lo ritiene utile","No, è necessario attendere la definizione del procedimento"
È possibile il prelievo coattivo di campioni biologici su persone viventi?,"Sì, ricorrendone i presupposti","No, neppure su cadaveri","No, è possibile solo su cadaveri"
"In specifici casi previsti dalla legge, il Presidente del Consiglio dei ministri può opporre il segreto di Stato sulle intercettazioni entro:",60 giorni dalla notificazione della richiesta dell'autorità giudiziaria,40 giorni dalla notificazione della richiesta dell'autorità giudiziaria,50 giorni dalla notificazione della richiesta dell'autorità giudiziaria  
Le trascrizioni delle registrazioni o le stampe in forma intelligibile delle informazioni contenute nei flussi di comunicazioni informatiche o telematiche da acquisire:,sono disposte dal giudice e inserite nel fascicolo per il dibattimento,non possono essere utilizzate nel dibattimento,sono disposte dal pubblico ministero e inserite nel fascicolo accusatorio
"Salvo il caso che sia disposta la distruzione della documentazione delle intercettazioni, le registrazioni delle comunicazioni intercettate sono conservate presso il Pubblico Ministero che ha disposto le intercettazioni:",fino alla sentenza non più soggetta a impugnazione,fino alla sentenza di primo grado,fino alla sentenza di appello
"Ai sensi dell'art.224−bis c.p.p., se non vi è il consenso della persona da sottoporre all'esame del perito, il Giudice:",ne dispone con ordinanza l'esecuzione coattiva se assolutamente indispensabile per la prova dei fatti,ne dispone con sentenza l'esecuzione coattiva in ogni caso,ne dispone con sentenza l'esecuzione coattiva se assolutamente indispensabile per la prova dei fatti
"Le cose sequestrate, in base all’art. 260 c.p.p., vengono assicurate:",con il sigillo dell'ufficio giudiziario e con le sottoscrizioni dell'autorità giudiziaria e dell'ausiliario che la assiste,con la chiusura in sicurezza di appositi spazi,con il sigillo dell’autorità giudiziaria
Nel corso del processo penale la costituzione di parte civile consiste:,"nella richiesta all'imputato e al responsabile civile, da parte del soggetto al quale il reato ha recato danno o dei suoi successori, delle restituzioni e del risarcimento","nella dichiarazione di volontà, fatta personalmente o a mezzo di procuratore speciale, che si proceda in ordine a un fatto previsto dalla legge come reato","nella rinuncia all'azione penale, da parte della persona offesa dal reato o dai suoi successori, in cambio delle restituzioni e dei risarcimenti dovuti dall'imputato o dal responsabile civile"
"A norma del Codice di Procedura penale, se si procede a ispezione dei luoghi, la copia del decreto che dispone l’ispezione deve essere consegnata:",all’imputato e a chi ha l’attuale disponibilità del luogo,esclusivamente a chi ha l’attuale disponibilità del luogo,"all’imputato, a chi ha l’attuale disponibilità del luogo e alle persone che vi si trovano al momento dell’ispezione"
"Ai sensi dell’art. 224−bis c.p.p., l’ordinanza del Giudice che impone il compimento di accertamenti medici deve essere notificata all’imputato?","Sì, almeno tre giorni prima dell’inizio delle operazioni peritali","Sì, almeno quindici giorni prima dell’inizio delle operazioni peritali","No, mai"
I prossimi congiunti dell'imputato possono essere chiamati a testimoniare?,"Sì, ma hanno la facoltà di astenersi","No, perché la loro testimonianza non può essere oggettiva","Sì, ma solo nei procedimenti in cui siano parti offese"
Il Giudice che procede alla ricognizione della persona deve invitare chi la esegue a descrivere prima la persona che deve identificare?,"Sì, a pena di nullità della ricognizione","No, le forme delle prove sono sempre libere","Non vi sono norme specifiche, ma è opportuno tale comportamento"
I limiti di ammissibilità imposti per le intercettazioni telefoniche sono applicabili anche alle intercettazioni tra presenti?,Sì,"No, queste ultime non sono mai ammesse","No, le intercettazioni tra presenti non subiscono alcun limite"
"A norma dell’art. 103 c.p.p., nell’accingersi a eseguire un'ispezione, una perquisizione o un sequestro nell'ufficio di un difensore, l'Autorità Giudiziaria:  ","a pena di nullità, avvisa il Consiglio dell'Ordine forense del luogo perché il presidente o un consigliere da questo delegato possa assistere alle operazioni",può avvisare il Consiglio dell'Ordine forense del luogo perché il presidente o un consigliere da questo delegato possa assistere alle operazioni,"invita il difensore a nominare, a sua volta, un proprio difensore"
"In quale dei seguenti casi la parte civile, costituita in un giudizio penale, non può esercitare, per il medesimo fatto, l'azione davanti al giudice civile nei confronti del responsabile civile?",Nel caso in cui il responsabile civile sia stato escluso dal processo penale su richiesta della stessa parte civile,Nel caso in cui il responsabile civile sia stato escluso dal Giudice,Nel caso in cui il responsabile civile sia stato escluso dal Pubblico Ministero
Il giudice che ha pronunciato sentenza in un grado del procedimento:,"non può esercitare funzioni di giudice negli altri gradi, né partecipare al giudizio di rinvio dopo l'annullamento o al giudizio per revisione","può esercitare funzioni di giudice negli altri gradi, ma non può partecipare al giudizio di rinvio dopo l'annullamento o al giudizio per revisione","non può esercitare funzioni di giudice negli altri gradi, ma può partecipare al giudizio di rinvio dopo l'annullamento e al giudizio per revisione"
"Ai sensi dell’art. 34 c.p.p., non può partecipare al giudizio il giudice che:",ha emesso il provvedimento conclusivo dell'udienza preliminare o ha disposto il giudizio immediato o ha emesso decreto penale di condanna o ha deciso sull'impugnazion e avverso la sentenza di non luogo a procedere,ha emesso il solo decreto penale di condanna oppure ha deciso sull'impugnazion e avverso la sentenza di non luogo a procedere,ha emesso il solo provvedimento conclusivo dell'udienza preliminare o ha disposto il giudizio immediato
"Come deve procedere il Pubblico Ministero, se durante le indagini preliminari ritiene che il reato appartenga alla competenza di un giudice diverso da quello presso cui egli esercita le funzioni?",Trasmette immediatamente gli atti all'ufficio del Pubblico Ministero presso il Giudice competente,Trasmette immediatamente gli atti al Presidente del Tribunale per i successivi adempimenti,"Trasmette, entro dieci giorni, gli atti all'ufficio del Pubblico Ministero presso il Giudice competente"
Come procede il Pubblico Ministero quando riceve notizia che presso un altro ufficio sono in corso indagini preliminari a carico della stessa persona e per il medesimo fatto in relazione al quale egli procede?,Informa senza ritardo il Pubblico Ministero di questo ufficio chiedendogli la trasmissione degli atti,"Informa, entro cinque giorni, il Presidente del Tribunale, provvedendo contestualmente all'invio degli atti","Informa, entro cinque giorni, il Pubblico Ministero di questo ufficio chiedendogli la trasmissione degli atti"
"L’autorità giudiziaria, quando abbia acquisito, tramite intercettazioni, comunicazioni di servizio di appartenenti al Dipartimento delle informazioni per la sicurezza o ai servizi di informazione per la sicurezza, dispone:","l’immediata secretazione e la custodia in luogo protetto dei documenti, dei supporti e degli atti concernenti tali comunicazioni",l’immediata pubblicazione sulle maggiori testate giornalistiche,l’immediata comunicazione al ministero della Giustizia
"Nei casi di sequestro del corpo del reato, il difensore dell’indagato ha facoltà di assistere?","Sì, ha la facoltà di assistere al compimento dell'atto","No, ha solo il diritto di essere avvisato","Sì, ha sempre il diritto di essere avvisato e di assistere al sequestro"
"Nel caso in cui la dichiarazione di astensione o di ricusazione del giudice è accolta, il provvedimento che accoglie la dichiarazione di astensione o di ricusazione:",dichiara se e in quale parte gli atti compiuti precedentement e dal giudice astenutosi o ricusato conservano efficacia,non può dichiarare se e in quale parte gli atti compiuti precedentement e dal giudice astenutosi o ricusato conservano efficacia,dichiara se e in quale parte gli atti compiuti precedentement e dal giudice astenutosi o ricusato sono rinnovabili
"Con l'ordinanza che dichiara inammissibile o rigetta la dichiarazione di ricusazione del giudice, la parte privata che l'ha proposta può essere condannata al pagamento:  ","a favore della cassa delle ammende di una somma da euro 258 a euro 1.549, senza pregiudizio di ogni azione civile o penale","di una somma a favore della cassa delle multe, senza pregiudizio di ogni azione civile o penale","a favore della cassa delle ammende di una somma da euro 150 a euro 2.549, senza pregiudizio di ogni azione civile o penale"
"Il giudice può essere ricusato dalle parti, se esistono gravi ragioni di convenienza, oltre a quelle espressamente previste dalla legge?","No, però il giudice ha l'obbligo di astenersi","No, e non ha alcun obbligo di astenersi",Sì
