Question,Answer 1,Answer 2,Answer 3
Qualora il termine stabilito a giorni scada in un giorno festivo:,il termine Ã¨ prorogato di diritto al giorno successivo non festivo,il termine rimane immutato,il termine scade il giorno precedente a quello festivo
I termini stabiliti dalla legge a pena di decadenza:,non possono essere prorogati salvo che la legge disponga altrimenti,non possono mai essere prorogati,possono essere liberamente prorogati dal giudice
Per l'imputato residente all'estero il prolungamento del termine per comparire:,Ã¨ stabilito dall'autoritÃ  giudiziaria tenendo conto della distanza e dei mezzi di comunicazione utilizzabili,non puÃ² essere mai superiore ai cinque giorni,"Ã¨ stabilito dall'autoritÃ  giudiziaria, ma non puÃ² essere mai inferiore ai tre giorni"
"Le nullitÃ , salvo che sia diversamente stabilito, sono sanate:  ",se la parte si Ã¨ avvalsa della facoltÃ  al cui esercizio l'atto omesso o nullo Ã¨ preordinato,solo se la parte ha dichiarato di volersi avvalere della facoltÃ  al cui esercizio l'atto omesso o nullo Ã¨ preordinato ed il pubblico ministero ha prestato il proprio consenso,solo se la parte ha dichiarato di volersi avvalere della facoltÃ  al cui esercizio l'atto omesso o nullo Ã¨ preordinato
"L'inosservanza della norma tributaria, qualora la legge assoggetti un atto a una imposta o a una tassa:",non rende inammissibile l'atto nÃ© impedisce il suo compimento,rende lâ€™atto inammissibile anche se lâ€™atto viene fiscalmente regolarizzato,non rende l'atto inammissibile ma ne impedisce comunque il compimento fino a che l'atto non sia fiscalmente regolarizzato
Nel giudizio abbreviato si osservano le disposizioni:,"previste per l'udienza preliminare, fatta eccezione per quelle relative all'attivitÃ  di integrazione probatoria del giudice e alla modificazione dellâ€™imputazione","previste per l'udienza preliminare, comprese quelle relative all'attivitÃ  di integrazione probatoria del giudice e alla modificazione dell'imputazione di cui agli art. 422 e 423 c.p.p.",previste per il dibattimento
"Se il testimone, regolarmente citato o convocato, omette senza un legittimo impedimento di comparire nel luogo, nel giorno e nell'ora stabiliti, il giudice:","puÃ² ordinarne l'accompagname nto coattivo e puÃ² altresÃ¬ condannarlo, con ordinanza, al pagamento di un'ammenda",deve rinnovare la citazione,rinuncia al testimone
Ãˆ consentita l'acquisizione di documenti provenienti dall'imputato?,"SÃ¬, anche se sequestrati presso altri o da altri prodotti","No, mai","SÃ¬, purchÃ© siano prodotti dal pubblico ministero"
La perquisizione personale Ã¨ disposta:,quando vi Ã¨ fondato motivo di ritenere che taluno occulti sulla persona il corpo del reato o cose pertinenti al reato,quando non puÃ² essere disposta la ispezione,quando occorre accertare le tracce o gli altri effetti materiali del reato
Chi procede alle perquisizioni?,L'autoritÃ  giudiziaria o gli ufficiali di polizia giudiziaria delegati,Solo il giudice personalmente,Solo gli ufficiali di polizia giudiziaria
Nel caso di perquisizione personale l'interessato puÃ² farsi assistere:,"da una persona di fiducia, purchÃ© sia prontamente reperibile ed idonea",da una persona di fiducia anche non immediatamente reperibile,solo dal difensore
Ãˆ consentita l'intercettazione di conversazioni o comunicazioni nel procedimento per il reato di omicidio?,"SÃ¬, se l'omicidio Ã¨ doloso","SÃ¬, sempre","No, mai"
Ãˆ consentita l'intercettazione di conversazioni o comunicazioni nel procedimento per un delitto concernente sostanze stupefacenti o psicotrope?,SÃ¬,No,Solo se colposo
Ãˆ consentita l'intercettazione di conversazioni o comunicazioni nel procedimento per delitti concernenti le armi?,SÃ¬,Solo per le forme piÃ¹ gravi,No
"Per i reati di competenza del tribunale collegiale l'imputato puÃ² riformulare la richiesta di giudizio abbreviato condizionata a una integrazione probatoria, giÃ  rigettata dal giudice, dopo la dichiarazione di apertura del dibattimento?  ","No, non puÃ²","SÃ¬, poichÃ© puÃ² formulare detta richiesta fino alla discussione in sede di giudizio","SÃ¬, poichÃ© puÃ² formulare detta richiesta fino al termine dell'istruttoria dibattimentale"
Gli arresti domiciliari non possono mai essere concessi all'imputato:,"che sia stato condannato per il reato di evasione nei cinque anni precedenti al fatto per il quale si procede, salvo che il fatto sia di lieve entitÃ ",che sia stato condannato per il reato di evasione nei sei anni precedenti al fatto per il quale si procede,che sia stato condannato per il reato di evasione nei dieci anni precedenti al fatto per il quale si procede
Un'ordinanza applicativa di misura cautelare priva di data Ã¨:,nulla,inesistente,valida se la data Ã¨ comunque desumibile da altri atti prodotti dal giudice
L'ordinanza cautelare che non contiene la valutazione degli elementi a carico dell'imputato Ã¨:,nulla,illegittima,Valida
Le ordinanze che dispongono misure diverse dalla custodia cautelare devono essere:,notificate all'imputato,comunicate all'imputato,trasmesse allâ€™imputato
Le prove acquisite in violazione dei divieti stabiliti dalla legge:,Sono inutilizzabili,Sono inefficaci,Sono nulle
Lâ€™esistenza di un fatto non puÃ² essere desunta da indizi:,"A meno che siano gravi, precisi e concordanti",Salvo che siano gravi,Salvo che siano gravi ed utilizzabili
La polizia giudiziaria continua a svolgere attivitÃ  di propria iniziativa anche dopo la comunicazione della notizia di reato al pubblico ministero?,"SÃ¬, informandone prontamente il pubblico ministero","SÃ¬, se non rinviabili",No
Il difensore della persona nei cui confronti vengono svolte le indagini ha facoltÃ  di assistere all'immediata apertura del plico autorizzata dal pubblico ministero:,"SÃ¬, senza peraltro diritto al preavviso",No,"SÃ¬, con diritto di preavviso"
Il difensore della persona nei cui confronti vengono svolte le indagini ha facoltÃ  di assistere alle perquisizioni di iniziativa della polizia giudiziaria?,"SÃ¬, senza peraltro diritto al preavviso",No,"SÃ¬, con un preavviso di tre giorni"
"Oltre al giudice, chi deve necessariamente partecipare all'udienza di convalida del fermo?",Il solo difensore del fermato,Il fermato,L'assistente del pubblico ministero
"Nel procedimento penale, gli investigatori privati autorizzati possono svolgere attivitÃ  investigative:",su incarico di un difensore,liberamente con il consenso dell'indagato,su incarico della persona offesa
"Quando resta ignoto l'autore del reato, entro sei mesi dalla data di registrazione della notizia di reato, il pubblico ministero:  ",chiede al g.i.p. l'archiviazione ovvero l'autorizzazione alla prosecuzione delle indagini,chiede al g.i.p. solo la prosecuzione delle indagini,chiede al g.i.p. solo l'archiviazione
"Se gli elementi acquisiti risultano insufficienti, contraddittori o comunque non idonei a sostenere l'accusa in giudizio, il giudice dell'udienza preliminare deve:",pronunciare sentenza di non luogo a procedere,emettere il decreto di archiviazione,emettere il decreto che dispone il giudizio
"Se il giudice per le indagini preliminari fissa l'udienza per decidere sulla richiesta di applicazione della pena a norma dell'art. 444 c.p.p., il fascicolo del pubblico ministero:",deve essere depositato presso la sua cancelleria almeno tre giorni prima dell'udienza,non Ã¨ necessario che venga preventivamente depositato in quanto il pubblico ministero puÃ² produrlo anche in udienza,deve essere depositato presso la sua cancelleria almeno cinque giorni prima dell'udienza
All'udienza fissata dal giudice per le indagini preliminari a seguito di richiesta di applicazione della pena a norma dell'art. 444 c.p.p.:,il pubblico ministero e il difensore dell'imputato sono sentiti se compaiono,sia il difensore dell'imputato che il pubblico ministero hanno l'obbligo di presentarsi per essere sentiti,solo il pubblico ministero ha l'obbligo di presentarsi per essere sentito
"Durante la decorrenza del termine fissato al pubblico ministero per acconsentire o dissentire alla richiesta di applicazione della pena a norma dell'art. 444 c.p.p., l'imputato puÃ² revocare detta richiesta?","No, mai","SÃ¬, sempre","SÃ¬, ma solo previa autorizzazione del giudice per le indagini preliminari"
"Nel caso di rigetto della richiesta di applicazione della pena a norma dell'art. 444 c.p.p., l'imputato:",puÃ² rinnovare la richiesta prima della dichiarazione di apertura del dibattimento di primo grado,puÃ² rinnovare la richiesta ma il giudice non puÃ² mai pronunciare sentenza,non puÃ² piÃ¹ rinnovare la richiesta
Quando si puÃ² procedere a giudizio direttissimo?,Quando l'imputato Ã¨ stato arrestato in flagranza di reato e l'arresto Ã¨ stato convalidato,Quando sussistono concrete possibilitÃ  che l'imputato inquini o sottragga le prove,Quando l'imputato si Ã¨ dato alla fuga o sussiste concreto pericolo che egli si dia alla fuga
"Il pubblico ministero, se vuole procedere a giudizio direttissimo quando l'arresto Ã¨ giÃ  stato convalidato ha un termine per presentare l'imputato in udienza?","SÃ¬, deve presentarlo non oltre il trentesimo giorno dall'arresto, salvo che ciÃ² pregiudichi gravemente le indagini","SÃ¬, deve presentarlo entro venti giorni dall'arresto","SÃ¬, deve presentarlo entro quindici giorni dall'arresto, salvo che ciÃ² pregiudichi gravemente le indagini"
"Il pubblico ministero, se vuole procedere a giudizio direttissimo quando l'imputato ha reso confessione e lo stesso Ã¨ libero, ha un termine per citare l'imputato a comparire in udienza?","SÃ¬, deve citarlo a comparire a una udienza non successiva al trentesimo giorno dalla iscrizione nel registro delle notizie di reato","No, puÃ² procedere quando ha terminato le indagini","SÃ¬, deve citarlo a comparire a una udienza non successiva al ventesimo giorno dalla iscrizione nel registro delle notizie di reato"
Quando il reato per cui Ã¨ richiesto il giudizio immediato risulta connesso con altri reati per i quali mancano le condizioni che giustificano la scelta di tale rito:,"si procede separatamente per gli altri reati e nei confronti degli altri imputati, salvo che ciÃ² pregiudichi gravemente le indagini",si procede in ogni caso con rito ordinario,si procede ugualmente a giudizio immediato se c'Ã¨ l'accordo di tutte le parti
Al difensore competono:,le facoltÃ  e i diritti che la legge riconosce all'imputato a meno che essi siano riservati personalmente a quest'ultimo,le facoltÃ  e i diritti della parte civile,solo i poteri di impugnare e di richiedere il giudizio abbreviato  
"In materia di garanzie di libertÃ  del difensore, quale delle seguenti affermazioni Ã¨ corretta?","Sono vietati il sequestro e ogni forma di controllo della corrispondenza tra l'imputato e il proprio difensore, salvo che l'autoritÃ  giudiziaria abbia fondato motivo di ritenere che si tratti di corpo del reato","I risultati delle ispezioni, perquisizioni, sequestri, intercettazioni di conversazioni o comunicazioni, anche se eseguiti in violazione delle disposizioni di legge, possono essere utilizzati",Le ispezioni e le perquisizioni negli uffici dei difensori sono sempre consentite
Il verbale che documenta gli atti del processo Ã¨ redatto:,"in forma integrale o riassuntiva, con la stenotipia o altro strumento meccanico, ovvero in caso d'impossibilitÃ  di ricorso a tali mezzi, con la scrittura manuale","in forma integrale o riassuntiva, ma sempre con la scrittura manuale",sempre in forma integrale con la stenotipia
La trascrizione della riproduzione dell'interrogatori o dell'imputato che si trovi in stato di detenzione puÃ² essere richiesta:,dalle parti,dal giudice,dal giudice e dal pubblico ministero
Sono oggetto di prova a norma dellâ€™art. 187 c.p.p.:,anche i fatti che si riferiscono alla determinazione della misura di sicurezza,solo i fatti che dimostrano la colpevolezza dell'imputato,solo i fatti che si riferiscono all'imputazione
Ãˆ ammessa l'acquisizione di verbali di prove di altro procedimento penale:,se si tratta di prove assunte nell'incidente probatorio o nel dibattimento,solo con il consenso delle parti,sempre con il consenso dell'imputato
"Ai sensi dell'art. 321 c.p.p., possono essere oggetto di sequestro preventivo:",le cose pertinenti al reato la cui libera disponibilitÃ  potrebbe aggravare o protrarre le conseguenze di esso nonchÃ© le cose di cui Ã¨ consentita la confisca,le cose che costituiscono la garanzia patrimoniale per le obbligazioni civili derivanti dal reato,solo le cose che costituiscono corpo del reato
La perquisizione Ã¨:,"un mezzo di ricerca della prova volto alla ricerca del corpo del reato e delle cose pertinenti al reato, ovvero ad eseguire l'arresto dell'imputato o dell'evaso",un mezzo di ricerca della prova di esclusiva spettanza della polizia giudiziaria,un mezzo di prova per accertare le tracce del reato e gli altri effetti materiali del reato
Lâ€™intercettazione di comunicazioni tra presenti eseguita nellâ€™abitazione di un privato cittadino:,Ã¨ consentita solo se vi Ã¨ fondato motivo di ritenere che ivi si stia svolgendo unâ€™attivitÃ  criminosa,Ã¨ illegale,non Ã¨ mai consentita
L'intercettazione di conversazioni o comunicazioni telefoniche e di altre forme di telecomunicazio ne Ã¨ consentita nei procedimenti relativi ai delitti contro la pubblica amministrazione?,"Si, per quei delitti che prevedono la pena della reclusione non inferiore nel massimo a cinque anni","SÃ¬, sempre","Si, per i delitti che prevedono la pena della reclusione non inferiore nel massimo a dieci anni"
"Nei reati di molestie telefoniche, le intercettazioni di comunicazioni tra presenti sono consentite?","SÃ¬, sempre","No, sono consentite solo le intercettazioni di conversazioni o comunicazioni telefoniche, ma non le riprese visive","No, sono esplicitamente vietate"
Ãˆ consentita l'intercettazione di conversazioni o comunicazioni nel procedimento per il reato di concussione?,"SÃ¬, Ã¨ sempre consentita","No, mai",Solo per le forme piÃ¹ gravi
"In casi di particolare urgenza, qualora il pubblico ministero abbia disposto lâ€™intercettazione di conversazioni con decreto motivato, il giudice decide sulla convalida con decreto motivato entro:  ",quarantotto ore dal provvedimento,tre giorni dal provvedimento,ventiquattro ore dal provvedimento
Le operazioni di registrazione delle comunicazioni intercettate:,"possono essere compiute esclusivamente per mezzo degli impianti installati nella procura della Repubblica, salvo casi particolari",non possono mai essere compiute mediante impianti appartenenti a privati,devono essere compiute esclusivamente per mezzo degli impianti in dotazione alla polizia giudiziaria
"Quando si procede a intercettazione di comunicazioni informatiche o telematiche, il pubblico ministero:",puÃ² disporre che le operazioni siano compiute anche mediante impianti appartenenti a privati,deve disporre che le operazioni siano compiute esclusivamente per mezzo degli impianti in dotazione alla polizia postale,deve disporre che le operazioni siano compiute esclusivamente mediante impianti di pubblico servizio o in dotazione alla polizia giudiziaria
Il giudice puÃ² disporre una misura cautelare quando lâ€™imputato Ã¨ fuggito?,"SÃ¬, ma sempre che il giudice ritenga che possa essere irrogata una pena superiore a due anni di reclusione","SÃ¬, in ogni caso","No, il giudice puÃ² disporre una misura cautelare solo quando sussistono specifiche e inderogabili esigenze attinenti alle indagini relative ai fatti per i quali si procede, quando vi sia concreto ed attuale pericolo per l'acquisizione o la genuinitÃ  della prova"
Quali sono le condizioni di applicabilitÃ  specifiche per le misure interdittive?,"Salvo disposizioni particolari, si applicano solo quando si procede in ordine a delitti per i quali Ã¨ prevista come pena l'ergastolo o la reclusione superiore nel massimo a tre anni",Si applicano solo quando si procede in ordine a delitti per i quali Ã¨ prevista come pena l'ergastolo,Si applicano solo si procede per i delitti espressamente indicati dal codice di procedura penale
Sulla richiesta di misure cautelari il giudice provvede:,con ordinanza,con decreto,con sentenza
"Se il Pubblico Ministero non ha ancora assunto la direzione delle indagini o non Ã¨ possibile attendere un suo provvedimento, la Polizia Giudiziaria procede al fermo di un indiziato di delitto:","nel caso in cui la legge stabilisce la pena dell'ergastolo, se Ã¨ fondato il pericolo di fuga della persona gravemente indiziata",in ogni caso,quando il fatto appare essere stato compiuto dall'indiziato nell'adempiment o di un dovere o nell'esercizio di una facoltÃ  legittima
"Secondo il codice di procedura penale, il pubblico ministero puÃ² chiedere la proroga dei termini della custodia cautelare:","nel corso delle indagini preliminari, quando sussistono gravi esigenze cautelari in rapporto ad accertamenti particolarmente complessi o a nuove indagini",se l'imputato acconsente,in nessun caso
"In base allâ€™articolo 308 del codice di procedura penale, le misure interdittive non possono avere durata:",superiore a dodici mesi dall'inizio della loro esecuzione,superiore ad un periodo di tempo pari ai termini previsti per la custodia cautelare,superiore ad un periodo di tempo pari ai termini previsti per le misure coercitive diverse dalla custodia cautelare
"Ãˆ consentito proporre appello contro le ordinanze applicative di una misura cautelare personale e, se del caso, quali sono i soggetti legittimati a proporlo?","Ãˆ consentito al pubblico ministero, all'imputato e al difensore",Ãˆ consentito solo al pubblico ministero,Ãˆ consentito solo all'imputato e al pubblico ministero
Il pubblico ministero dispone il sequestro preventivo con:,decreto motivato,decreto,ordinanza  
"Successivamente alla comunicazione della notizia di reato, la polizia giudiziaria:",puÃ² raccogliere ogni elemento utile alla ricostruzione del fatto ed alla individuazione del colpevole,non puÃ² svolgere attivitÃ  di indagine senza il consenso del pubblico ministero,non puÃ² raccogliere ulteriori elementi utili per le indagini
L'istanza di procedimento puÃ² essere proposta:,dalla persona offesa con le forme della querela,solo dalla persona offesa con le forme della denuncia,dal pubblico ufficiale con le forme della denuncia
Se vi Ã¨ pericolo che le cose pertinenti al reato si alterino o si disperdano e il pubblico ministero non ha ancora assunto la direzione delle indagini:,"gli ufficiali di polizia giudiziaria compiono i necessari accertamenti e rilievi sullo stato dei luoghi e delle cose, se del caso anche sequestrando il corpo del reato e le cose a questo pertinenti",gli ufficiali di polizia giudiziaria possono compiere i necessari accertamenti o rilievi sullo stato dei luoghi e delle cose solo se si tratta di delitto non colposo in flagranza,la polizia giudiziaria non puÃ² compiere alcun accertamento o rilievo fin quando il pubblico ministero non assume la direzione delle indagini
"Il difensore dell'indagato ha facoltÃ  di assistere, senza peraltro il diritto di essere preventivamente avvisato, a quali dei seguenti atti compiuti dalla polizia giudiziaria?","Alle perquisizioni, agli accertamenti urgenti sui luoghi, sulle cose e sulle persone e all'immediata apertura del plico autorizzata dal pubblico ministero",All'assunzione di sommarie informazioni dall'indagato e al sequestro,"All'identificazion e dell'indagato, all'assunzione di sommarie informazioni dall'indagato e alle perquisizioni"
"Ai sensi dellâ€™art. 392 c.p.p., davanti a chi si svolge l'incidente probatorio?",Davanti al giudice per le indagini preliminari,Davanti al giudice del dibattimento,Davanti al pubblico ministero
PuÃ² chiedere l'incidente probatorio il responsabile civile?,"No, non puÃ²","SÃ¬, nella fase dell'udienza preliminare","SÃ¬, puÃ²"
"Salvo quanto disposto in caso di richiesta di incidente probatorio, il termine massimo di durata delle indagini preliminari non puÃ² comunque superare:","diciotto mesi o due anni, per reati espressamente previsti dalla legge",sempre due anni,trenta mesi
Se il pubblico ministero omette l'avviso all'indagato della conclusione delle indagini preliminari ai sensi dell'art. 415âˆ’bis:,il decreto di citazione diretta a giudizio Ã¨ nullo,il decreto di citazione diretta a giudizio Ã¨ comunque valido,il decreto di citazione diretta a giudizio Ã¨ irregolare
Lâ€™incidente probatorio puÃ² essere chiesto:,per lâ€™assunzione della testimonianza di una persona quando vi Ã¨ fondato motivo di ritenere che la stessa non potrÃ  essere esaminata nel dibattimento;,Per lâ€™imputato che sia sottoposto a misura cautelare;,Per lâ€™assunzione di una testimonianza e di un interrogatorio dâ€™urgenza;
"Qualora il giudizio abbreviato si concluda con la condanna dell'imputato, la pena:","che il giudice determina tenendo conto di tutte le circostanze, Ã¨ diminuita di un terzo se si procede per un delitto","che il giudice determina tenendo conto delle sole circostanze attenuanti, Ã¨ diminuita di un terzo","che il giudice determina tenendo conto delle sole circostanze attenuanti, Ã¨ diminuita fino a un terzo"
"Ai sensi dellâ€™art. 49 c.p.p., la richiesta di rimessione del processo dichiarata inammissibile per motivi diversi dalla manifesta infondatezza:",puÃ² sempre esse riproposta,puÃ² essere riproposta al massimo entro un anno dalla pronuncia di inammissibilitÃ ,non puÃ² essere piÃ¹ riproposta  
In sede di dibattimento Ã¨ possibile dare lettura delle dichiarazioni dell'imputato assente rese durante le indagini preliminari?,"SÃ¬, ma tali dichiarazioni non possono essere utilizzate nei confronti di altri senza il loro consenso","SÃ¬, in ogni caso e fanno piena prova","No, mai"
Il difensore dell'imputato ha facoltÃ  di replicare alle conclusioni del pubblico ministero al termine dell'istruzione dibattimentale?,"SÃ¬, ma la replica Ã¨ ammessa una sola volta e deve essere contenuta nei limiti strettamente necessari per la confutazione degli argomenti avversari","No, mai","SÃ¬, liberamente"
Si ha un contrasto negativo tra pubblici ministeri se:,"durante le indagini preliminari due pubblici ministeri, che svolgono funzioni presso giudici diversi, ritengono reciprocamente che il reato appartenga alla competenza dellâ€™altro giudice",durante le indagini di primo grado il pubblico ministero viene a sapere che presso un altro ufficio sono in corso indagini preliminari a carico della stessa persona,il pubblico ministero riceve notizia che presso un altro ufficio sono in corso indagini preliminari a carico della stessa persona e per il medesimo fatto in relazione al quale egli procede
"Se il pubblico ministero accoglie la richiesta di trasmissione degli atti all'ufficio di un pubblico ministero presso altro giudice per ragioni di competenza, ai sensi dellâ€™art. 54âˆ’ quater c.p.p., ne dÃ  comunicazione al richiedente entro:",dieci giorni dalla presentazione della richiesta,quindici giorni dalla presentazione della richiesta,cinque giorni dalla decisione
"A quale conseguenza Ã¨ sottoposta la riproposizione della richiesta di trasmissione degli atti a un diverso pubblico ministero, per ragioni di competenza, che non sia basata su fatti nuovi e diversi?",InammissibilitÃ ,AnnullabilitÃ ,NullitÃ 
Lâ€™impugnazione di un provvedimento del giudice penale che sia mancante dell'interesse a impugnare determina:,l'inammissibilitÃ  dell'impugnazion e,l'improcedibilitÃ  dell'impugnazion e,la nullitÃ  dell'impugnazion e
"Ãˆ ammessa l'impugnazione immediata, indipendentemente dall'impugnazione contro la sentenza:",delle sole ordinanze in materia di libertÃ  personale,delle sole ordinanze emesse nel corso degli atti preliminari,delle sole ordinanze emesse nel dibattimento
"Se il soggetto contro cui Ã¨ stata emessa sentenza di condanna Ã¨ morto, la revisione della sentenza puÃ² essere chiesta:",dall'erede o da un prossimo congiunto,solo dai suoi eredi,solo dai suoi prossimi congiunti
In quali casi l'imputato che ha richiesto il giudizio abbreviato puÃ² chiedere al giudice che il procedimento prosegua nelle forme ordinarie?,"Se, nei casi previsti dal codice, il pubblico ministero procede alle contestazioni previste dall'art. 423, c.1 c.p.p.",Non puÃ² mai chiederlo poichÃ© la richiesta di giudizio abbreviato Ã¨ irrevocabile,Solo nel caso in cui il Pubblico Ministero presti il suo consenso
Le misure cautelari richieste da uno Stato estero nei confronti della persona della quale Ã¨ domandata l'estradizione sono revocate quando:  ,entro quaranta giorni dalla comunicazione allo Stato estero dell'applicazione delle misure non sono pervenuti al ministero degli Esteri o a quello della Giustizia la domanda di estradizione e i documenti previsti,entro due mesi dalla comunicazione allo Stato estero dell'applicazione delle misure non sono pervenuti al ministero degli Esteri o a quello della Giustizia la domanda di estradizione e i documenti previsti,entro trenta giorni dalla comunicazione allo Stato estero dell'applicazione delle misure non sono pervenuti al ministero degli Esteri o a quello della Giustizia la domanda di estradizione e i documenti previsti
"Allo scadere del sesto mese dalla pronuncia dell'ordinanza di sospensione del procedimento il giudice dispone ulteriori accertamenti peritali sullo stato di mente dell'imputato. Qualora il procedimento non abbia ripreso il suo corso, con quale scadenza il giudice dispone ulteriori accertamenti?",Ogni sei mesi,Ogni dieci mesi,Ogni dodici mesi
La persona offesa dal reato:,"in ogni stato e grado del procedimento puÃ² presentare memorie e, con esclusione del giudizio di cassazione, indicare elementi di prova","puÃ² indicare soltanto nuovi elementi di prova, in ogni stato e grado del procedimento","puÃ², in ogni stato e grado del procedimento, presentare memorie, ma non puÃ² mai indicare elementi di prova"
Nel giudizio di cassazione la persona offesa dal reato:,"puÃ² presentare memorie, ma non puÃ² indicare elementi di prova",puÃ² indicare solo al procuratore generale nuovi elementi di prova,non puÃ² presentare memorie nÃ© indicare elementi di prova
Per l'esercizio dei diritti e delle facoltÃ  previsti dall'articolo 91 c.p.p. l'ente o l'associazione presenta all'autoritÃ  procedente un atto di intervento che contiene a pena di inammissibilitÃ :,"le indicazioni relative alla denominazione dell'ente o dell'associazione, alla sede, alle disposizioni che riconoscono le finalitÃ  degli interessi lesi, alle generalitÃ  del legale rappresentante, l'indicazione del procedimento, il nome e cognome del difensore e l'indicazione della procura, l'esposizione sommaria delle ragioni che giustificano l'intervento e la sottoscrizione del difensore","solo le indicazioni relative alla denominazione dell'ente o dell'associazione, alla sede, alle generalitÃ  del legale rappresentante",solo l'indicazione del procedimento
Il giudice interviene nel corso delle indagini preliminari:,"a provvedere sulle richieste del pubblico ministero, delle parti private e della persona offesa dal reato nei casi previsti dalla legge",a provvedere sulla sola richiesta del pubblico ministero,a provvedere sulla sola richiesta dell'indagato
Il giudice di pace non Ã¨ competente per il reato di:,omissione di soccorso,somministrazion e di bevande alcoliche a minori,atti contrari alla pubblica decenza
Il tribunale Ã¨ competente:,per i reati che non appartengono alla competenza della Corte d'assise o del giudice di pace,per tutti i delitti puniti con la reclusione non superiore a dieci anni,solo per i reati che non appartengono alla competenza della Corte d'assise
L'incompetenza per materia al di fuori della connessione Ã¨ rilevata:,"in ogni stato e grado del processo, anche d'ufficio, salvo che il reato appartenga alla cognizione di un giudice di competenza inferiore","in ogni stato e grado del processo, solo su richiesta di parte",solo nella fase dell'udienza preliminare
Per l'assunzione delle prove nel giudizio abbreviato si osservano le disposizioni previste per:,l'udienza preliminare,il giudizio direttissimo,il giudizio immediato  
I procedimenti in cui un magistrato assume la qualitÃ  di imputato sono di competenza:,del giudice determinato secondo le regole peculiari dell'art. 11 c.p.p.,sempre della Corte di Cassazione,del giudice del luogo in cui risiede l'imputato
Le prove acquisite dal giudice incompetente sono:,efficaci,inefficaci,inutilizzabili
"Se riconosce la propria incompetenza per qualsiasi causa, il giudice incompetente puÃ² disporre una misura cautelare?","SÃ¬, ma cessa di avere effetti se entro venti giorni, il giudice competente non provveda a norma dellâ€™art. 292 c.p.p.","SÃ¬, se ne sussistono i presupposti ma manca l'urgenza di soddisfare talune delle esigenze cautelari","SÃ¬, sempre"
Il giudice puÃ² procedere anche di ufficio allo stralcio delle registrazioni e dei verbali delle intercettazioni di cui Ã¨ vietata l'utilizzazione?,"SÃ¬, ma il pubblico ministero e i difensori hanno diritto di partecipare allo stralcio","No, Ã¨ necessaria la preventiva autorizzazione del pubblico ministero e dei difensori","SÃ¬, e il pubblico ministero e i difensori non hanno diritto di partecipare allo stralcio"
L'estratto della sentenza con la quale Ã¨ risolto il conflitto da parte della Corte di cassazione Ã¨:,"immediatamente comunicato ai giudici in conflitto, al pubblico ministero presso gli stessi giudici e notificato alle parti private",comunicato solo ai giudici in conflitto e al pubblico ministero presso i medesimi giudici,comunicato solo al pubblico ministero presso i medesimi giudici
Il presidente della Corte di appello che debba astenersi presenta la relativa dichiarazione:,al Presidente della Corte di cassazione,al Presidente della diversa Corte di appello determinata da apposite tabelle,alla Corte di cassazione
"Se la dichiarazione di astensione o di ricusazione Ã¨ accolta, il giudice:",non puÃ² compiere alcun atto del procedimento,non puÃ² compiere gli atti specificati nel provvedimento che ha accolto la dichiarazione,puÃ² compiere solo gli atti specificati nel provvedimento che ha accolto la dichiarazione
Quali sono le sanzioni a carico della parte privata in caso di inammissibilitÃ  o rigetto della dichiarazione di ricusazione?,"Il pagamento di una somma da euro 258 a euro 1.549 a favore della cassa delle ammende, senza pregiudizio di ogni azione civile o penale",Il risarcimento dei danni cagionati al giudice ricusato,Il pagamento di una somma da euro 109 a euro 1.256 a favore della cassa delle ammende
Chi esercita le funzioni di pubblico ministero nella fase delle indagini preliminari?,Un magistrato della procura della repubblica presso il tribunale,Il procuratore generale presso la corte d'appello,Un magistrato della procura della repubblica presso il giudice di pace
"La polizia giudiziaria, quando compie atti od operazioni che richiedono specifiche competenze tecniche:",puÃ² avvalersi di persone idonee le quali non possono rifiutare la propria opera,puÃ² avvalersi di persone idonee espressamente delegate dal pubblico ministero,puÃ² avvalersi di persone idonee solo dopo averne dato comunicazione al difensore
"Nel caso in cui lo stato di mente dell'imputato appare tale da rendere necessaria la cura nell'ambito del servizio psichiatrico, il giudice informa con il mezzo piÃ¹ rapido:",l'autoritÃ  competente per l'adozione delle misure previste dalle leggi sul trattamento sanitario per malattie mentali,il pubblico ministero per i provvedimenti conseguenti,i familiari dellâ€™imputato per le relative richieste al servizio sanitario
Le dichiarazioni lette per la contestazione ex art. 500 c.p.p.?  ,Possono essere valutate ai fini della credibilitÃ  del teste,Possono essere acquisite al fascicolo del p.m.,Possono essere valutate per la contestazione della pena
"Nel procedimento penale se l'indicazione della data di un atto Ã¨ prescritta a pena di nullitÃ , questa sussiste soltanto:",nel caso in cui la data non possa stabilirsi con certezza in base ad elementi contenuti nell'atto medesimo o in atti a questo connessi,nel caso in cui la data non possa stabilirsi in base alle dichiarazioni dell'imputato,nel caso in cui la data non possa stabilirsi con certezza in base a qualunque atto del procedimento
"Ai sensi dell'art. 605 c.p.p., le pronunce del giudice dellâ€™appello che riguardano l'azione civile:",sono immediatamente esecutive,sono immediatamente esecutive se l'appellato non si oppone,non sono immediatamente esecutive
La pubblicazione delle generalitÃ  e dell'immagine dei minorenni persone offese dal reato Ã¨ vietata:,fino a quando non sono divenuti maggiorenni,fino al compimento dei quindici anni,fino al passaggio in giudicato della sentenza
